Player,Season,Gls_Contribution,Sh_Contribution,SoT_Contribution,xG_Contribution,G-xG_Contribution,Total_Player_Contribution_att,Pos_x,Team_Att_Score,xAG_Contribution,Ast_Contribution,KP_Contribution,PPA_Contribution,PrgP_Contribution,Total_Player_Contribution_mid,Pos_y,Team_Mid_Score,Age,Tkl_Contribution,TklW_Contribution,Int_Contribution,Squad,Blocks_Contribution,Clr_Contribution,Def 3rd_Contribution,Mid 3rd_Contribution,Att 3rd_Contribution,Total_Player_Contribution_def,Pos,Team_Def_Score,MarketValue,MarketValue.1,Has_DF,Role_Label,Role_Similarity,Role_Name
Bruno Méndez,2023-2024,28.72727272727272,24.89010550934168,27.0703012912482,22.38330506599808,66.08750792644261,65.14267063593017,DF,35.899384027643634,20.68902158934312,20.0,23.303191341365,24.77495799805463,34.64792927446759,24.244151528353527,DF,37.83410640383531,23.0,39.09287623573338,35.3340635268346,49.92653061224489,Granada,44.48244824482448,36.65375082079705,39.16964285714284,34.270691333982455,42.56944444444444,46.21462023950256,DF,26.027727546714782,5000000.0,5000000.0,True,DF_1,0.9904154429026162,Traditional Balanced Defender
Bryan Cristante,2023-2024,27.159090909090907,48.02852500451343,32.24855012427505,33.16845600668201,66.18856377892521,65.48337833477194,"MF,DF",57.47773270662974,38.06478405315614,38.90909090909091,39.31411466128717,49.50166112956809,71.8290127896432,47.88094639862176,"MF,DF",52.22130082210299,28.0,62.74925188809196,61.16465863453815,53.2939787485242,Roma,60.09828009828011,45.45139839190476,62.86206896551724,54.46153846153846,60.22503516174402,68.78075096825313,"MF,DF",44.01656314699793,20000000.0,20000000.0,True,DF_1,0.9900883607053251,Traditional Balanced Defender
Caleb Okoli,2023-2024,20.0,26.806282722513068,24.43697478991596,22.216785934749307,66.5863453815261,65.57740235051114,DF,42.91417165668662,25.676442762535466,27.17241379310344,23.33858267716533,22.700675168792195,48.95458591155952,29.12665102518376,DF,45.79796015706118,22.0,54.71361269526405,55.62074384494499,58.781268524007096,Frosinone,65.06108925243322,77.00127910847891,65.84836065573768,47.55829059829058,23.80116959064328,66.48870310368751,DF,29.66183574879229,8000000.0,8000000.0,True,DF_2,0.9944215542219624,Ball Winning Defender
Calum Chambers,2023-2024,20.0,20.0,20.0,20.0,66.26506024096385,65.18443578523363,"MF,DF",69.85469920374305,20.44091710758376,23.781818181818167,20.587187908044147,20.0,21.121195812319023,21.36627495780705,"MF,DF",62.63831657962497,28.0,21.85285834280348,20.0,22.731234866828075,Aston Villa,22.11887512658717,21.931624327474545,23.78066914498141,20.0,20.0,21.94791966348324,"MF,DF",33.42701014832161,4000000.0,4000000.0,True,DF_3,0.9974255898046309,Progressive Defender
Calvin Bassey,2023-2024,22.828282828282823,22.41320337009096,21.242352941176467,20.99929917137321,66.47590361445782,65.43785477923853,DF,51.68802180585066,20.0,20.0,20.61662476886958,21.415001637733376,33.75119531940619,22.635529301577268,DF,56.55026910332431,23.0,44.38005015324601,45.47690763052208,44.32345013477088,Fulham,50.17821232924207,52.54942767950052,52.99999999999999,36.260355029585774,23.61111111111111,50.406404995862935,DF,33.42701014832161,16000000.0,16000000.0,True,DF_2,0.9937317762858296,Ball Winning Defender
Carl Starfelt,2023-2024,23.39393939393939,26.188548942228984,27.19906505648616,24.67259415306132,66.33269921792431,65.38398237118176,DF,46.77569591998798,21.12191473448017,20.0,21.27357377330557,20.85721088975314,29.192638617047823,22.208690686059875,DF,51.24879237361786,28.0,39.39738781844044,46.4934081877247,56.89466089466087,Celta Vigo,53.23558162267837,75.09482453030839,53.6754966887417,25.79930357708136,23.5230352303523,54.48977958356741,DF,35.70593149540519,6000000.0,6000000.0,True,DF_2,0.9869009220490369,Ball Winning Defender
Carles Pérez,2023-2024,23.39393939393939,32.377097884458,28.638878067783395,24.005080702623992,66.29887972944408,65.3734839474826,"MF,DF",46.77569591998798,27.292445774121155,25.94285714285713,26.36786886652791,27.71489800777838,24.354407765969995,26.985794737099475,"MF,DF",51.24879237361786,25.0,27.00461226777013,24.41556803128742,25.42568542568541,Celta Vigo,33.29423264907135,22.772066643034385,26.73509933774832,25.79930357708136,27.0460704607046,28.2952506746044,"MF,DF",35.70593149540519,2500000.0,2500000.0,True,DF_3,0.9962824758330052,Progressive Defender
Carlos Augusto,2023-2024,20.0,29.135222964434007,26.655462184873933,22.163870328463727,66.15553121577217,65.16773100266587,DF,88.03425407250015,30.791366906474813,30.4,30.09162491052253,28.621148422116967,30.845700824499403,31.014511768927942,DF,74.19843063048502,24.0,38.143143143143135,42.06958675824794,38.41632653061224,Inter,42.581984225819845,46.02662570404504,46.90476190476189,31.582718651211803,20.0,43.28881164677144,DF,90.99567099567088,22000000.0,22000000.0,True,DF_1,0.9899300627429887,Traditional Balanced Defender
Carlos Neva,2023-2024,20.0,22.445052754670822,20.0,20.397217510999667,66.27774254914394,65.21159868214681,DF,35.899384027643634,42.04869085898024,35.40740740740739,36.51595670682507,45.78477318949509,54.59404573331707,43.81383323401956,DF,37.83410640383531,27.0,36.971445542874086,38.94207847432509,54.53061224489795,Granada,59.783978397839775,59.96900196991298,42.19642857142854,30.703018500486856,24.51388888888889,49.92951646800877,DF,26.027727546714782,2500000.0,2500000.0,True,DF_2,0.9783533225461633,Ball Winning Defender
Carlos Romero,2023-2024,20.0,21.04258743002197,21.333814507398035,21.21737165241628,66.21916236374067,65.16341988507673,DF,60.326229261906285,20.0,20.0,20.0,20.74089318789873,21.253033471379883,20.354683439816903,DF,57.51906321121511,21.0,26.451764264264256,24.846974103309783,21.06015037593984,Villarreal,23.20301460197833,24.019320962777343,29.41666666666664,21.32946298984033,27.602339181286546,26.18216612909436,DF,31.42857142857129,1500000.0,1500000.0,True,DF_3,0.9930826661068903,Progressive Defender
Carlos Soler,2023-2024,23.91608391608391,26.68993600930772,25.813148788927336,23.68927310361621,66.31744368779465,65.35719441925185,"MF,DF",76.81454295709655,29.966777408637867,26.81967213114753,30.997684113015268,31.69799299139853,32.57308398453716,31.03407768294739,"MF,DF",71.98834475948064,26.0,28.66250866250865,29.37081659973224,26.012793176972263,Paris S-G,31.9110176913645,26.230342317546818,32.01181102362204,22.55064392620953,30.505050505050487,30.7237417176595,"MF,DF",60.98124098124099,20000000.0,20000000.0,True,DF_3,0.9966803610672036,Progressive Defender
Casemiro,2023-2024,22.67942583732057,37.29773509588962,30.751131221719447,30.48232405133669,61.44578313253011,60.66066536593175,"MF,DF",57.16867340587641,25.34378339864624,31.555555555555543,28.61569723139446,33.37553323242051,44.63932033151994,32.847190767503974,"MF,DF",59.89820927770548,31.0,61.48008955701263,66.18964856982942,38.53400273847556,Manchester Utd,77.11043014413801,43.154909606522494,63.64371257485028,57.57948717948717,42.65795206971678,66.20906843712807,"MF,DF",35.10673234811163,20000000.0,20000000.0,True,DF_1,0.9795399834751112,Traditional Balanced Defender
Castello Lukeba,2023-2024,22.063882063882065,23.192924004442315,23.047828477185256,22.06359341080321,66.28800917957544,65.2705805055543,DF,72.49114673878049,20.4492362982929,20.0,22.31386918219381,26.015875226291595,42.59227751242251,25.496045804541403,DF,62.30895512614258,20.0,31.9310760574701,32.7703241990042,36.114285714285714,RB Leipzig,52.48703248703248,63.0154341306415,34.36440677966102,30.56923076923077,20.0,42.72364700337488,DF,51.74603174603168,40000000.0,40000000.0,True,DF_2,0.9889150394014846,Ball Winning Defender
Cenk Özkacar,2023-2024,20.0,23.926701570680613,25.30272596843615,21.17782825767421,66.33558624742874,65.30790370926114,DF,38.3916038889962,20.793650793650794,20.0,20.875283847945965,23.45636867932578,35.680531312529254,23.61952526354528,DF,34.462867356379654,22.0,33.36953391747912,33.351559271386336,37.90476190476189,Valencia,38.92393320964747,48.761014481648914,42.26268656716415,24.50953846153846,20.0,39.08540636020237,DF,44.97354497354495,4000000.0,4000000.0,True,DF_2,0.9976148541073112,Ball Winning Defender
Chadi Riad,2023-2024,20.0,25.41761689097312,27.247058823529407,22.69818363963791,65.9437751004016,64.9503648570065,DF,42.70212263644753,21.310615989515064,20.0,21.270112975008548,20.0,27.677040139479104,21.832922642086064,DF,51.97035996833424,20.0,37.08717387908138,38.400876232201526,41.485714285714266,Betis,42.46158265115609,58.87122663490913,38.89508196721309,36.91076923076923,20.0,45.13701292681812,DF,44.97354497354495,15000000.0,15000000.0,True,DF_2,0.9934267684301067,Ball Winning Defender
Chancel Mbemba,2023-2024,26.10909090909091,29.59311578693184,22.860681114551085,25.54802162904471,66.22571920334398,65.2989114567901,DF,52.31558388599145,25.317263381779508,33.0,24.68740834329804,28.52713178294573,46.42504912602769,31.605767349737853,DF,56.557147819782855,28.0,38.4580275639878,39.09524892020912,32.619621342512914,Marseille,43.711083437110815,63.26701174277998,51.38888888888886,27.47319347319347,24.1269841269841,45.90352750574096,DF,49.2682926829268,15000000.0,15000000.0,True,DF_2,0.9876456670207527,Ball Winning Defender
Charlie Taylor,2023-2024,23.81818181818182,25.600876658955297,21.586947187634177,20.833569752147103,64.97991967871485,63.97223050391517,DF,37.2343485072865,28.65800865800865,26.933333333333326,30.75310371479638,42.09302325581394,42.59138359717912,34.453706740197234,DF,38.9915710116252,29.0,39.47994122623446,39.72803494680473,41.869387755102025,Burnley,43.327615780445946,46.866194275143286,42.84042553191489,35.97508564310183,27.4074074074074,45.48631431172636,DF,26.349206349206334,3000000.0,3000000.0,True,DF_1,0.9916042935015003,Traditional Balanced Defender
Chiedozie Ogbene,2023-2024,32.46753246753245,39.74079478156379,42.71466198419667,36.76182949718463,66.23585250091273,65.61059032136382,"MF,DF",43.29963728457064,42.51815980629539,26.303030303030305,38.54768153980751,38.08372093023256,35.49385832071344,37.43819429443534,"MF,DF",39.131181356850384,26.0,28.781717497313817,29.16710319539024,26.94153846153845,Luton Town,31.70323928944615,30.70090354778339,30.27272727272728,28.35984354628421,20.0,30.55247783440529,"MF,DF",24.25770308123244,8000000.0,8000000.0,True,DF_3,0.9803784454776575,Progressive Defender
Chris Basham,2023-2024,20.0,21.337987201861534,20.0,20.441813732861256,66.27826373989106,65.20811673786156,"DF,MF",30.82995299723133,22.49169435215945,20.0,21.81868317044025,22.53699788583509,22.57646739043535,21.952030397795227,"DF,MF",28.48047550748124,35.0,23.335493462432805,21.66592295106349,24.63054187192117,Sheffield Utd,27.2161301733286,24.703468162077503,23.61599999999998,23.409429280397,20.0,24.521077376160324,"DF,MF",20.0,300000.0,300000.0,True,DF_3,0.9962591582150228,Progressive Defender
Chris Mepham,2023-2024,20.0,20.44682318429512,21.242352941176467,20.30270958798901,66.28977448254555,65.21968909867832,DF,54.070353915824256,22.116402116402107,25.333333333333325,21.69348396667808,22.854122621564468,26.19046850713435,23.8151058405731,DF,57.428804285098806,25.0,25.850005850005843,29.050837496326764,26.31932773109244,Bournemouth,30.6301106301106,30.58610517290975,30.136212624584708,23.00903367095536,20.0,28.794864605081653,DF,30.518834399431327,6000000.0,6000000.0,True,DF_1,0.9958893019154396,Traditional Balanced Defender
Chris Richards,2023-2024,22.72727272727272,25.861094379835983,24.02614379084967,22.08906987266497,66.31716053402799,65.3186277442678,"DF,MF",51.27250874594896,22.21483942414175,24.83720930232557,23.972251343936115,21.8400204446716,31.897069781976384,24.92730523568052,"DF,MF",47.32343181641134,23.0,39.72149814789408,40.35729123390112,46.94029190623617,Crystal Palace,48.92078681552365,53.89875670489512,39.085790884718485,40.60005111167901,27.602339181286546,48.769753456569575,"DF,MF",35.10673234811163,12000000.0,12000000.0,True,DF_2,0.9949186126712156,Ball Winning Defender
Chris Smalling,2023-2024,20.0,20.51904675934284,21.53106876553437,20.0,66.26506024096385,65.19323106970641,DF,57.47773270662974,22.49169435215945,20.0,20.6438038220429,20.0,22.87938959942459,21.211612290485217,DF,52.22130082210299,33.0,20.593739609556824,21.004016064257,26.65879574970481,Roma,26.68304668304668,23.70202158427704,21.29885057471262,20.0,20.0,23.072325116131204,DF,44.01656314699793,2500000.0,2500000.0,True,DF_3,0.9928414920171924,Progressive Defender
Chrislain Matsima,2023-2024,25.874125874125863,23.152325868260167,23.623529411764693,20.940081442699235,66.18795180722891,65.18489879082489,DF,26.57867061575773,20.0,20.0,20.0,21.20751341681574,31.74153657824713,22.13272330998745,DF,34.20587913503008,21.0,30.46657673163696,30.36548428350272,32.07410456978179,Clermont Foot,35.10391876884021,51.98474495471157,33.36559139784945,28.15257469802924,20.0,36.610906138000885,DF,33.96825396825386,7000000.0,7000000.0,True,DF_2,0.9946609170094507,Ball Winning Defender
Christian Groß,2023-2024,20.0,22.366955246536392,21.73929411764706,21.08239654383281,66.41724793912492,65.365422817148,"DF,MF",44.198484750928245,22.40770465489565,26.303030303030305,25.82431868913582,23.64004044489383,32.77053510051976,26.2688381454981,"DF,MF",44.32988711655102,34.0,31.746017540719528,35.377750317509324,34.75251509054325,Werder Bremen,36.14299678815805,30.28313129237721,32.306930693069305,30.61345349211456,24.6594982078853,35.34254638382808,"DF,MF",37.63668430335096,300000.0,300000.0,True,DF_1,0.9968782979604323,Traditional Balanced Defender
Christian Günter,2023-2024,23.55179704016912,23.68629127043485,23.319263583295896,21.712698984674727,66.18975903614457,65.18215795536351,DF,44.81746185049256,33.888888888888886,33.0,34.21153436901468,31.230856494611444,26.19497811995412,33.136111098981424,DF,40.51060196162257,30.0,32.37501237501236,32.690259470483795,22.36974789915964,Freiburg,28.50708924103416,26.362370888288552,30.069306930693067,37.71604395604395,20.0,31.432056028573104,DF,35.10673234811163,5000000.0,5000000.0,True,DF_3,0.9833655939587118,Progressive Defender
Christian Kabasele,2023-2024,24.24242424242423,23.68898003139068,23.244951712028083,25.193288788312945,66.32724446171783,65.36214623725863,DF,34.0639151803919,23.826530612244888,29.043478260869563,21.42067347964484,20.0,27.00407293950058,24.63845139672793,DF,34.624904833554695,32.0,25.574881812505573,26.19802042816934,31.82699868938401,Udinese,34.14603702933222,36.34060336946584,23.93043478260869,26.61610689779702,26.01851851851851,31.516745811387374,DF,38.32884097035026,1000000.0,1000000.0,True,DF_1,0.9885475566678636,Traditional Balanced Defender
Christian Mawissa,2023-2024,27.27272727272727,23.04857843462123,23.397058823529413,24.19887493017032,66.83203401842664,65.87198106446992,DF,38.10744103191466,22.43506493506492,20.0,22.32924372825488,23.87896201849689,29.03165122040164,23.36550156522267,DF,41.54158244682665,18.0,32.14449743861507,34.13475129568553,44.11661807580175,Toulouse,41.036349574632624,36.531597434823226,36.08813559322032,24.677944462176804,35.20467836257309,39.91252486760692,DF,44.01656314699793,9000000.0,9000000.0,True,DF_1,0.9922385212231115,Traditional Balanced Defender
Christoph Klarer,2023-2024,30.909090909090903,25.36519620548441,23.95294117647057,26.286612743747263,66.08573830204539,65.18729773837603,DF,25.145837357542973,28.45864661654135,39.80952380952381,29.28612400271157,24.445359127392447,39.22783525673025,33.10274899560885,DF,33.79837371614545,23.0,42.32142857142855,42.97735834980789,41.350157728706606,Darmstadt 98,51.939393939393945,58.33058486888846,53.56435643564356,25.722764545099547,34.44444444444444,50.58430605606495,DF,23.986710963455007,3000000.0,3000000.0,True,DF_2,0.9922718533281459,Ball Winning Defender
Christoph Zimmermann,2023-2024,20.0,22.384531646881968,21.97647058823528,21.57165318593681,66.33230596805828,65.28775887304872,DF,25.145837357542973,20.93984962406015,20.0,22.32153100067788,22.22267956369621,30.214787480137925,22.845604456479773,DF,33.79837371614545,30.0,39.90830115830114,41.93293297027115,41.350157728706606,Darmstadt 98,41.63636363636364,46.912963844113165,49.089108910891085,30.01483795392423,20.0,44.11027059334707,DF,23.986710963455007,1000000.0,1000000.0,True,DF_2,0.9932348449543855,Ball Winning Defender
Christophe Hérelle,2023-2024,20.0,22.95506375871261,20.0,20.494779706683808,66.144578313253,65.08265056768094,DF,30.202390917090547,20.0,20.0,20.998721313681926,28.261933904528743,34.65957364190578,24.28811118060901,DF,24.063648786184785,30.0,39.236318168702496,35.1504220474713,36.66995073891623,Metz,35.85081585081583,43.506061510238816,46.24516129032256,30.78100042034466,24.186795491143315,41.2821810296194,DF,35.10673234811163,1500000.0,1500000.0,True,DF_1,0.9923186775598692,Traditional Balanced Defender
Christopher Jullien,2023-2024,23.7250554323725,23.857812069440616,21.42099192618224,24.04643751422717,66.28433734939759,65.29703967315734,DF,41.43497950335888,20.68902158934312,20.0,21.537505180273502,21.16279069767441,27.20583189361971,21.90722906307249,DF,38.33171417492645,30.0,28.732480461074964,30.68124741710907,32.55658627087197,Montpellier,44.12887658789299,59.894598789570566,30.59375,27.53599341834636,20.0,38.52289807051955,DF,42.22222222222218,2500000.0,2500000.0,True,DF_2,0.9876702547275993,Ball Winning Defender
Christopher Lenz,2023-2024,20.0,20.0,20.0,20.0,66.26506024096385,65.18443578523363,"DF,MF",72.49114673878049,20.4492362982929,20.0,20.578467295548435,20.0,20.42228556097984,20.30610890125576,"DF,MF",62.30895512614258,28.0,21.25590274289159,21.06419368325035,22.68571428571428,RB Leipzig,20.0,20.915222002779583,22.87288135593219,20.0,20.0,21.41559577969252,"DF,MF",51.74603174603168,1500000.0,1500000.0,True,DF_3,0.9971776040833283,Progressive Defender
Christopher Operi,2023-2024,33.88429752066116,33.90663863352158,37.31598125976053,25.443903260671224,65.8615858783973,65.0693007070662,DF,31.22829609598008,53.87916431394691,56.17391304347825,57.06978007059462,51.24513185712694,42.252230215403294,55.64223856654176,DF,34.99382954524767,26.0,53.180501930501926,56.58005516040063,51.07438016528924,Le Havre,71.23053741838271,49.52417966798066,62.808873720136496,40.42363433667781,34.44444444444444,61.038951866357166,DF,44.97354497354495,4000000.0,4000000.0,True,DF_3,0.9885293110439108,Progressive Defender
Christopher Trimmel,2023-2024,20.0,23.585672898289005,26.847614636405726,22.53189016986329,66.34651281181061,65.33745760354385,DF,33.12729379949778,38.0,38.086956521739125,50.38110236220472,46.94879728515821,44.41702279861124,45.204912596296666,DF,35.90729132884218,36.0,34.15349776005513,34.37568455640743,33.7367681498829,Union Berlin,33.73737373737372,39.08572713113567,36.80991735537189,31.743589743589727,24.31177446102817,37.54540944706116,DF,35.10673234811163,600000.0,600000.0,True,DF_3,0.9814600708130958,Progressive Defender
Christopher Wooh,2023-2024,22.88164665523155,25.05961546922433,22.76957662045709,24.14273178138649,69.15662650602408,68.15492851977399,DF,52.709634494451954,24.71698113207547,20.0,23.994885254727752,22.422792193225145,32.10959884614636,24.48355258172368,DF,52.58514516500263,21.0,31.56099064844311,33.01669701313291,37.68641114982579,Rennes,41.10593808707015,43.79132924701356,35.5862068965517,28.90040485829958,20.0,37.86863644889347,DF,44.01656314699793,6000000.0,6000000.0,True,DF_2,0.9965621370588091,Ball Winning Defender
Chumi,2023-2024,20.0,22.51922276501128,20.0,23.47463366911424,66.40891925912605,65.37710573946939,DF,43.80443414246775,28.771929824561383,28.32,22.67851905331317,23.55419043440105,40.16885112304355,28.789461811692327,DF,40.843445339401285,24.0,38.146108193501554,39.95077082523641,34.41533546325878,Almería,56.420014094432695,56.03686635944701,41.06779661016948,35.23492723492722,20.0,45.67954204061089,DF,27.365079365079325,2000000.0,2000000.0,True,DF_2,0.991588544638024,Ball Winning Defender
Clemens Riedel,2023-2024,20.0,24.76906329376393,25.92941176470587,21.57165318593681,66.33230596805828,65.3146138093507,DF,25.145837357542973,26.57894736842105,20.0,24.643062001355773,23.33401934554434,34.12044151666127,25.59287427009096,DF,33.79837371614545,20.0,33.27220077220074,33.57752993397738,31.183415953132027,Darmstadt 98,31.333333333333336,30.602076665862747,37.9009900990099,27.15345568137444,24.814814814814795,34.40981939886494,DF,23.986710963455007,2000000.0,2000000.0,True,DF_1,0.9958995940909855,Traditional Balanced Defender
Clinton Mata,2023-2024,20.0,27.68047323164259,20.0,22.03873083958872,66.5863453815261,65.55744621888365,DF,47.7801386474363,32.98701298701299,39.5,29.76660007051357,33.6997885835095,39.72561837455831,36.23586206786621,DF,54.162946610557,30.0,47.00190897216919,44.46037928147635,62.40601503759397,Lyon,62.05318491032777,51.23621808776223,60.79253112033192,31.10723758999619,38.43971631205672,57.84674760714566,DF,36.969696969696834,4000000.0,4000000.0,True,DF_1,0.9888857563807133,Traditional Balanced Defender
Clément Lenglet,2023-2024,20.0,23.77045317158636,22.3891402714932,22.40589563534402,66.16535105941004,65.13885934426476,DF,69.85469920374305,23.527336860670182,23.781818181818167,21.174375816088315,22.07572554295597,31.43619728565409,24.33282114168125,DF,62.63831657962497,28.0,28.02905281881513,29.762522759849663,29.55932203389829,Aston Villa,40.12931370257846,42.6965858478259,28.821561338289943,26.710622710622708,24.24836601307188,34.46845334136931,DF,33.42701014832161,10000000.0,10000000.0,True,DF_2,0.9911954092767908,Ball Winning Defender
Connor Roberts,2023-2024,20.0,20.0,20.0,20.0,66.26506024096385,65.18443578523363,DF,37.2343485072865,21.443001443001435,26.933333333333326,25.018115066904976,29.30232558139534,30.469177764546423,26.819036853143263,DF,38.9915710116252,27.0,26.67883699185179,24.932008736701167,24.604081632653035,Burnley,26.911886157169143,28.61095970357156,27.21276595744679,24.564310183743363,27.4074074074074,28.351228438608096,DF,26.349206349206334,7000000.0,7000000.0,True,DF_3,0.9962072526331094,Progressive Defender
Conor Bradley,2023-2024,21.90909090909091,23.70045116007801,23.306642809214924,21.73454662548152,66.252703120173,65.23387350316993,DF,90.77715536668596,25.04597443372953,30.4,25.86205988465487,26.4527989704936,24.47192403664191,27.20049688984804,DF,96.6945976192724,20.0,36.46772326240567,40.17639937741393,31.03718199608609,Liverpool,34.74960127591706,26.92303436064845,37.32116788321167,31.662599469496,37.89577187807275,38.81995505521343,DF,49.2682926829268,15000000.0,15000000.0,True,DF_1,0.9916912429278777,Traditional Balanced Defender
Craig Dawson,2023-2024,23.249516441005795,29.066830920850016,27.10495963091119,25.43516037534893,64.6586345381526,63.74185437156304,DF,45.13939862211061,29.433962264150946,25.777777777777764,26.65603508422205,22.101780675294325,33.5111696711984,27.832074583427257,DF,40.5659075722588,33.0,33.714661887868914,35.69066965536564,38.15694164989937,Wolves,61.53790873158463,61.78187403993854,38.78795180722889,26.84646527561508,23.751803751803727,45.40066501911453,DF,31.42857142857129,2000000.0,2000000.0,True,DF_2,0.9877597038398861,Ball Winning Defender
Cristhian Mosquera,2023-2024,20.0,25.89005235602093,23.5351506456241,22.7482659345732,66.42962092271524,65.42066167936217,DF,38.3916038889962,20.0,20.0,20.875283847945965,20.0,41.560730554727726,23.65118771462697,DF,34.462867356379654,19.0,49.31013204985807,50.26353434847569,55.80952380952381,Valencia,64.15584415584414,66.90784504745119,56.42985074626863,40.292923076923074,32.03703703703702,61.04050678140703,DF,44.97354497354495,30000000.0,30000000.0,True,DF_2,0.9947730647223989,Ball Winning Defender
Cristian Gamboa,2023-2024,20.0,22.757683545821507,21.499391480730218,20.380257662215413,66.29259896729775,65.23376150706824,DF,40.41765930504582,23.52443609022556,26.933333333333326,26.2992125984252,31.373409390083363,29.32862190812719,27.85872677439196,DF,43.84935723570623,33.0,33.44628210299851,36.59095397985382,35.69573283858998,Bochum,37.91831357048749,32.76305683563747,34.95588235294117,32.254180602006684,23.7037037037037,37.17657126267461,DF,27.722007722007724,500000.0,500000.0,True,DF_1,0.9960076501781916,Traditional Balanced Defender
Cristian Romero,2023-2024,31.06719367588932,29.93145139526096,29.45268542199489,28.68403678739769,68.0722891566265,67.22701665165224,DF,71.56311033846286,21.49328023892482,20.0,23.55631633002396,27.745108083188185,47.64186683795056,27.19583870967597,DF,83.74054646921347,25.0,50.79737195759294,49.92012395479922,59.94527162977865,Tottenham,62.60129383724889,63.22385102236358,55.4179104477612,46.68997668997669,33.86666666666667,62.3958433872539,DF,33.42701014832161,60000000.0,60000000.0,True,DF_2,0.9961690182598605,Ball Winning Defender
Cristiano Biraghi,2023-2024,25.090909090909086,27.482336196817965,26.357069143446843,25.23681732103252,66.3115111046596,65.36651350849695,DF,55.52808361771081,41.85350060704169,45.36585365853659,47.21578789993022,40.81830618082327,45.34593127464534,46.137385782476095,DF,60.012311781687785,30.0,48.15315315315314,49.51807228915663,39.11864406779659,Fiorentina,51.86504217432049,44.354974514046674,48.01652892561982,49.282717282717286,29.523809523809504,52.2322609979567,DF,44.01656314699793,3500000.0,3500000.0,True,DF_3,0.9923358664752071,Progressive Defender
Cédric Soares,2023-2024,20.0,20.0,20.0,20.0,66.26506024096385,65.18443578523363,DF,86.07172751271649,20.0,20.0,20.0,20.0,20.463491488226463,20.074290729533725,DF,90.5306089166052,31.0,20.0,20.0,20.0,Arsenal,20.0,20.0,20.0,20.0,20.0,20.0,DF,69.26108374384226,2000000.0,2000000.0,True,DF_3,0.9974985138037818,Progressive Defender
César Azpilicueta,2023-2024,20.0,21.014053458252945,22.20722603762315,21.627064035440995,66.1617900172117,65.11481695707819,DF,67.09119395617367,30.849909584086788,28.666666666666654,29.764656855218995,29.91432068543451,35.687895369188226,31.5658422743362,DF,62.92806499284545,33.0,32.914290437226214,31.83682096808285,40.142857142857146,Atlético Madrid,42.39789196310935,36.723287289125466,36.509740259740255,29.644925416788524,23.480589022757687,38.08805482845054,DF,47.02104097452922,2000000.0,2000000.0,True,DF_1,0.9910422039880511,Traditional Balanced Defender
César Montes,2023-2024,20.0,26.549979189029315,22.66762901479609,22.432243568379967,66.36576155367739,65.35004371013574,DF,43.80443414246775,21.253132832080187,20.0,22.67851905331317,28.293111013602456,35.423239094092125,25.096831508549386,DF,40.843445339401285,26.0,31.74159941932453,31.789091851276044,31.326335006846183,Almería,40.12684989429172,51.65855549334596,32.44915254237288,31.426195426195417,20.0,37.96258124931447,DF,27.365079365079325,3000000.0,3000000.0,True,DF_2,0.9909274601482266,Ball Winning Defender
César Tárrega,2023-2024,20.0,20.0,20.0,20.0,66.26506024096385,65.18443578523363,DF,38.3916038889962,20.0,20.0,20.0,20.0,20.0,20.0,DF,34.462867356379654,21.0,20.0,20.0,20.0,Valencia,20.0,20.684786059086875,20.0,20.0,20.0,20.12521003530451,DF,44.97354497354495,1500000.0,1500000.0,True,DF_3,0.9972046369655891,Progressive Defender
Daiki Hashioka,2023-2024,20.0,21.12804541608936,20.0,20.39909117850439,66.2504563709383,65.17915856224164,DF,43.29963728457064,25.08474576271185,20.0,22.225721784776898,24.01860465116279,26.139075938395862,23.55262907515989,DF,39.131181356850384,24.0,25.68228779237953,24.58355159769512,27.933186813186808,Luton Town,30.031347962382423,26.29464914575492,26.163636363636336,24.777053455019534,23.282828282828262,27.78531698748404,DF,24.25770308123244,2000000.0,2000000.0,True,DF_3,0.9967252520522757,Progressive Defender
Daley Blind,2023-2024,21.818181818181817,28.60134629768137,27.328486450760074,24.06306386251368,66.2139466958744,65.25962179933833,DF,81.40063958105294,24.36507936507935,26.5,30.53823179264394,38.03931645894899,60.3575929789978,35.25824301002831,DF,67.11068380969905,33.0,49.18819554848966,40.83628632175761,46.334630350194544,Girona,60.33990700657364,69.28491254000011,62.375,36.50450450450449,24.98084291187739,56.87359228913219,DF,44.01656314699793,3000000.0,3000000.0,True,DF_2,0.9901533196264258,Ball Winning Defender
Daley Sinkgraven,2023-2024,20.0,20.0,20.0,20.0,66.26506024096385,65.18443578523363,DF,28.44762088725773,20.0,20.0,20.0,22.780399897022225,23.465731466475376,21.132834173964664,DF,43.130597818370376,28.0,25.613619661958005,24.248732967133,26.88154550076256,Las Palmas,24.95337995337993,23.40953269103833,26.2012195121951,25.358291898215835,20.0,25.888772215371507,DF,43.1003039513677,1000000.0,1000000.0,True,DF_3,0.995956110773198,Progressive Defender
