Player,Season,Gls_Contribution,Sh_Contribution,SoT_Contribution,xG_Contribution,G-xG_Contribution,Total_Player_Contribution_att,Pos_x,Team_Att_Score,xAG_Contribution,Ast_Contribution,KP_Contribution,PPA_Contribution,PrgP_Contribution,Total_Player_Contribution_mid,Pos_y,Team_Mid_Score,Age,Tkl_Contribution,TklW_Contribution,Int_Contribution,Squad,Blocks_Contribution,Clr_Contribution,Def 3rd_Contribution,Mid 3rd_Contribution,Att 3rd_Contribution,Total_Player_Contribution_def,Pos,Team_Def_Score,MarketValue,MarketValue
Alphonso Davies,2023-2024,23.284457478005866,24.94611382678676,23.797585409709725,21.986087554998395,66.3886314488724,65.38692938360653,DF,96.0114180241667,29.4298721005853,34.647887323943664,37.08879275466059,37.00010155377271,39.6127820164827,36.4547637657491,DF,87.8742932335431,22.0,50.53534303534301,45.06620910888134,49.09523809523808,Bayern Munich,52.70803270803269,49.86564823023935,63.30837004405287,39.183246073298406,34.16122004357297,55.99065472571043,DF,44.97354497354495,50000000.0,50000000.0
Amad Diallo,2023-2024,22.67942583732057,24.435316691253743,24.77828054298641,21.49747486447665,67.22891566265059,66.21395525726695,"FW,MF",57.16867340587641,25.87816173851085,25.777777777777764,25.38481076962152,22.22925553873675,22.19993931531426,24.89644200106685,"FW,MF",59.89820927770548,21.0,24.9976011514473,22.474445459097986,21.029666818804188,Manchester Utd,22.3152877085461,21.95675292449484,21.01497005988024,27.04615384615385,28.49673202614377,25.014830286369232,"FW,MF",35.10673234811163,18000000.0,18000000.0
Amadou Diallo,2023-2024,20.0,20.0,20.0,20.0,66.26506024096385,65.18443578523363,MF,84.38907131972613,20.0,20.0,20.0,20.0,20.0,20.0,MF,67.59282654935198,20.0,20.0,20.0,20.0,Newcastle Utd,20.0,20.0,20.0,20.0,20.0,20.0,MF,32.9032258064516,400000.0,400000.0
Amadou Haidara,2023-2024,24.127764127764124,29.57877201332697,29.1434854315558,22.83744093985442,66.368330464716,65.42449892778266,MF,72.49114673878049,27.187780772686423,23.92452830188677,29.83394402432367,34.28770366244254,40.480849707523205,31.177365504237343,MF,62.30895512614258,25.0,46.37395760072337,48.73322944775947,48.2,RB Leipzig,45.98962598962597,36.93160705142271,54.47457627118644,38.78974358974357,29.3189964157706,50.21287258734345,MF,51.74603174603168,20000000.0,20000000.0
Amadou Koné,2023-2024,20.0,23.515878778614287,21.725490196078425,21.14077298664626,66.3293172690763,65.28313043965792,MF,39.87938102290043,21.287001287001285,20.0,22.204724409448808,21.042169256006925,26.3932552228628,22.046368233250924,MF,44.85584676841248,18.0,26.86233108108108,26.884681583476755,29.42355889724309,Reims,28.283843459722853,24.296496734360293,32.306930693069305,22.29143214509068,20.0,27.875268291296297,MF,43.1003039513677,500000.0,500000.0
Amadou Onana,2023-2024,27.63636363636364,33.85772459070888,28.582043343653247,26.26720961799495,66.26506024096385,65.39750389488205,MF,46.32240894554975,35.185601799775014,20.0,32.408891366455286,32.38126433016704,50.83675788010903,33.97850246279205,MF,46.22179590356348,21.0,52.28329271397912,49.00288938559668,38.90502793296088,Everton,41.50945783513633,30.132815030774204,49.23989218328841,53.47597995873857,40.8208208208208,51.872089704131255,MF,39.79458450046688,50000000.0,50000000.0
Amari'i Bell,2023-2024,20.0,21.12804541608936,23.244951712028083,21.197273535513187,66.22124863088717,65.17391880748671,DF,43.29963728457064,23.631961259079887,20.0,25.935258092738383,28.037209302325586,42.21760815800418,27.43844743950201,DF,39.131181356850384,29.0,45.82858087445243,50.25144054478783,44.79120879120879,Luton Town,47.586206896551694,38.8839474372648,50.81818181818181,42.69100391134288,23.282828282828262,49.428328668489954,DF,24.25770308123244,2500000.0,2500000.0
Ameen Al-Dakhil,2023-2024,23.81818181818182,24.48070132716423,24.76084156290253,25.418203388956226,66.74698795180723,65.78829081231947,DF,37.2343485072865,20.721500721500707,20.0,21.433747161972835,22.325581395348824,29.642663730503287,22.524011777222032,DF,38.9915710116252,21.0,26.67883699185179,24.932008736701167,33.81224489795917,Burnley,31.231815005399906,33.08865874942877,24.80851063829785,27.98754282155092,23.7037037037037,30.81918175444769,DF,26.349206349206334,12000000.0,12000000.0
Amin Sarr,2023-2024,20.0,23.515878778614287,22.9579831932773,22.590020301314222,65.9437751004016,64.9229185256963,"FW,MF",36.82312793767304,21.50375939849624,20.0,21.50774701549403,24.77495799805463,23.16149983548161,22.20067032194052,"FW,MF",40.79493195347095,22.0,21.842751842751824,22.22672869696608,22.40511727078889,Wolfsburg,25.972771190162494,20.35991876513804,21.246323529411733,22.80443934175277,20.0,22.576938182706467,"FW,MF",36.32653061224481,4000000.0,4000000.0
Amine Adli,2023-2024,27.0219435736677,30.6425823257727,34.056795131845846,27.58707033917596,66.31541089732062,65.4720019393764,"MF,FW",84.91447213100679,28.928571428571416,37.57746478873239,30.01574803149605,29.89262632944888,26.354266381904992,31.88793663556778,"MF,FW",83.00160901352038,23.0,31.80219520830872,28.52507502935929,28.632653061224463,Leverkusen,32.48852157943067,23.13364055299539,23.704918032786857,35.07198683669272,33.13131313131312,32.54700798890691,"MF,FW",83.49206349206337,30000000.0,30000000.0
Amine Gouiri,2023-2024,40.17152658662093,59.46500065994985,56.0044960659423,43.58170398635392,70.12048192771084,69.74104735177626,"FW,MF",52.709634494451954,31.455525606469,41.517241379310335,33.982098391547204,45.84311672773498,36.27847713744267,39.27858682540658,"FW,MF",52.58514516500263,23.0,32.84554516493679,30.84724751094408,33.75609756097558,Rennes,39.99509924038225,25.59795982282671,25.195402298850546,36.31740890688258,39.25925925925924,36.90425448773979,"FW,MF",44.01656314699793,25000000.0,25000000.0
Amine Harit,2023-2024,23.05454545454545,36.661727419407946,31.44272445820433,31.40426668192524,66.79616424883206,65.97973118806041,"MF,FW",52.31558388599145,39.67387451258418,33.0,46.11556076980348,45.5813953488372,45.61817739698866,43.293543845255336,"MF,FW",56.557147819782855,26.0,35.66135672095936,34.548761082064104,31.648881239242684,Marseille,55.002075550020734,21.821768915485457,30.04444444444444,38.14918414918412,32.380952380952365,38.64791240215079,"MF,FW",49.2682926829268,15000000.0,15000000.0
Amine Salama,2023-2024,20.0,23.515878778614287,21.725490196078425,22.66180363550796,66.41499330655957,65.3859903225233,FW,39.87938102290043,21.287001287001285,20.0,23.67454068241468,21.042169256006925,21.59831380571568,21.605811665483326,FW,44.85584676841248,23.0,20.0,20.0,20.9423558897243,Reims,21.03548043246533,20.429649673436028,20.0,20.0,20.0,20.365138112892264,FW,43.1003039513677,2000000.0,2000000.0
Amir Richardson,2023-2024,31.454545454545453,29.961656539407144,33.80392156862744,26.08412259544678,65.96519410977241,65.13034825564401,MF,39.87938102290043,27.07850707850708,27.428571428571427,28.81889763779526,27.295184792048616,36.43979914450435,29.70316411186245,MF,44.85584676841248,21.0,37.41976351351352,39.7934595524957,34.13533834586466,Reims,46.92249124409926,32.88949020308088,33.42574257425743,40.62288930581612,29.523809523809504,41.60582886722685,MF,43.1003039513677,6000000.0,6000000.0
Amir Rrahmani,2023-2024,28.48484848484848,29.43721380623348,28.873949579831923,26.06306598222964,66.16085965483555,65.28441943655487,DF,58.877084540596215,24.49550449550448,20.0,26.583120771875336,21.89318686455532,40.91406472983674,26.308489775102032,DF,71.53141046050538,29.0,39.52477871917449,47.93998078202379,46.74570243034973,Napoli,48.17922817922815,69.80142759846802,44.52340425531912,36.64913988964622,25.836139169472503,52.48928413977468,DF,42.22222222222218,15000000.0,15000000.0
Amos Pieper,2023-2024,20.0,22.366955246536392,21.73929411764706,21.803994239721355,66.51870640456562,65.47471516436643,DF,44.198484750928245,24.81540930979132,20.0,21.456079672283938,21.82002022244692,26.66288787853206,22.942766922202573,DF,44.32988711655102,25.0,27.83067836047966,30.57220334328767,30.213279678068403,Werder Bremen,31.39505655634686,33.221168804485,28.95049504950495,27.075635661409702,20.0,31.134386055810875,DF,37.63668430335096,4000000.0,4000000.0
Anass Zaroury,2023-2024,20.0,21.68026299768659,21.586947187634177,20.833569752147103,66.5863453815261,65.5265508533715,"FW,MF",37.2343485072865,20.0,20.0,21.433747161972835,22.325581395348824,20.55100935602876,20.89115975772973,"FW,MF",38.9915710116252,22.0,20.55656974932098,20.0,20.0,Burnley,21.727971539292287,20.344438388142866,21.20212765957445,20.0,20.0,20.557769235149017,"FW,MF",26.349206349206334,9000000.0,9000000.0
Anastasios Douvikas,2023-2024,43.75757575757575,33.408522708162806,41.5971951694585,35.35280936005864,65.859226379201,65.25933711417352,FW,46.77569591998798,27.292445774121155,25.94285714285713,25.09429509322234,25.14326533851893,23.144850053200543,25.97373273657447,FW,51.24879237361786,23.0,28.082244924350167,26.181795243802423,22.17027417027416,Celta Vigo,25.69752827817343,23.11857497341365,22.24503311258275,26.95916429249761,44.6612466124661,30.03157453847741,FW,35.70593149540519,6000000.0,6000000.0
Ander Barrenetxea,2023-2024,32.72727272727272,39.49889445163655,37.747899159663845,33.190452314042844,66.4205207928488,65.72846369622616,"FW,MF",44.45689266628034,29.07398790134945,25.777777777777764,29.494094488188978,35.31480431083379,28.974165462987465,30.39417240794093,"FW,MF",43.91794244101935,21.0,36.63201663201662,37.49219098616688,27.64313946922641,Real Sociedad,38.3164983164983,22.080050006317283,28.75645756457564,35.82294197031037,47.6595744680851,38.66966011076472,"FW,MF",51.74603174603168,20000000.0,20000000.0
Ander Guevara,2023-2024,24.62809917355372,28.413543976771283,23.197231833910017,22.56385848008884,66.24315443592552,65.27008630836336,MF,37.26439593930418,25.95238095238093,20.0,34.392130602443004,39.32021466905188,68.28919176622358,36.41211376073519,MF,45.05744129232279,26.0,54.485177218741214,51.11003090170479,35.0168970814132,Alavés,58.60088488187661,36.37230471639073,53.42253521126759,51.04032531345305,45.870646766169145,56.352237790108056,MF,44.01656314699793,5000000.0,5000000.0
Ander Herrera,2023-2024,20.0,27.36185097967488,22.66762901479609,22.24763305085587,66.15796519410976,65.14559465681991,MF,55.66801880110746,26.94980694980694,35.219512195121936,27.899744926250403,32.44830157976811,38.99681759322255,32.900015894419674,MF,56.363198748916886,33.0,45.58496534400149,49.82094122345737,37.38951695786229,Athletic Club,35.737325522528366,28.22394414542053,37.18433179723501,47.75757575757574,40.22222222222223,46.56622305719897,MF,54.49163449163446,2000000.0,2000000.0
Andoni Gorosabel,2023-2024,24.62809917355372,27.88769747822308,29.5916955017301,22.56385848008884,66.24315443592552,65.2961241543043,DF,37.26439593930418,28.597883597883587,20.0,30.2800932874593,49.44032711474571,50.2130237253912,35.34236252824387,DF,45.05744129232279,26.0,56.23866080613483,60.831915558487545,52.34408602150538,Alavés,47.24768344603054,44.55845707458608,67.74647887323943,41.10742121314806,41.55887230514094,60.60646977220891,DF,44.01656314699793,5000000.0,5000000.0
Andre Brooks,2023-2024,20.0,26.020942408376964,23.716440422322755,21.76725493144505,66.31787423667271,65.2981625309273,"MF,DF",30.82995299723133,20.83056478405314,20.0,22.728024755660392,26.34249471458773,26.62520186111953,23.18981162917596,"MF,DF",28.48047550748124,19.0,30.48297945336027,30.82849918191281,32.96551724137929,Sheffield Utd,30.42329913925244,25.53349195538532,26.32799999999997,32.501240694789075,33.436692506459934,33.56722788015111,"MF,DF",20.0,2500000.0,2500000.0
Andrea Belotti,2023-2024,27.63636363636364,35.43231840593707,31.44272445820433,32.11014005488774,66.18377122949629,65.4095781646053,FW,55.52808361771081,24.249291784702528,20.0,22.95823781520979,22.6862330555901,22.94720131100526,22.72449905468665,FW,60.012311781687785,29.0,24.79202606862179,23.16265060240964,22.731234866828075,Fiorentina,28.4973445798188,21.699184268421845,21.400826446280966,26.100566100566088,26.349206349206327,25.603527455415016,FW,44.01656314699793,5000000.0,5000000.0
Andrea Cambiaso,2023-2024,25.874125874125863,33.15309452677452,31.9129734085415,26.8181731008956,66.33920296570898,65.47950871742972,"DF,FW",53.188676410619614,41.10389610389609,36.864864864864856,41.29647463131856,40.36455059710872,35.68319263827817,40.85953614910401,"DF,FW",56.49637721740517,23.0,47.51885334207689,47.42678029189928,34.01242236024844,Juventus,50.77171717171715,30.33885269346892,48.87777777777775,38.14460217893692,55.13513513513513,50.99275823596018,"DF,FW",64.85407066052221,25000000.0,25000000.0
Andrea Carboni,2023-2024,24.01913875598086,29.61214752556854,27.0703012912482,25.140698522102188,66.39357429718875,65.46738534105003,DF,35.41175713089949,23.85405960945528,20.0,26.0439858810752,25.003242842583155,31.992842257859905,25.247907196153527,DF,42.08497153371655,22.0,42.72183688112888,42.220619002957946,39.63748079877111,Monza,45.076158409491725,45.14722138478543,46.50162866449512,37.34437869822485,29.17107583774249,47.07314926077538,DF,39.79458450046688,4000000.0,4000000.0
Andrea Colpani,2023-2024,52.15311004784687,54.71053273121974,53.583931133428976,40.562794088408765,64.20883534136546,63.875304806083,"MF,FW",35.41175713089949,58.54059609455292,48.689655172413794,57.60702326002352,61.02659130918188,51.28567545528675,58.49904727477945,"MF,FW",42.08497153371655,24.0,34.948576895479526,35.1504220474713,36.172043010752674,Monza,31.99294532627865,26.28680534619636,26.62540716612375,38.78974358974357,47.51322751322751,39.59322669674714,"MF,FW",39.79458450046688,18000000.0,18000000.0
Andrea Consigli,2023-2024,20.0,20.0,20.0,20.0,66.26506024096385,65.18443578523363,GK,37.768334299143646,20.0,20.0,20.0,22.025506376594134,20.25009302439276,20.460667546608462,GK,41.39567040883298,36.0,20.0,20.0,21.20706260032102,Sassuolo,21.02517714458012,27.141595419342803,20.0,20.0,20.0,21.63436491867828,GK,27.365079365079325,800000.0,800000.0
Andrea Ferraris,2023-2024,20.0,20.0,20.0,20.0,66.26506024096385,65.18443578523363,MF,35.41175713089949,20.0,20.0,20.0,21.000648568516628,20.26071396212737,20.249565794855457,MF,42.08497153371655,20.0,20.59794307581916,21.01002813649809,20.0,Monza,20.0,20.0,21.104234527687293,20.0,20.0,20.422827689423027,MF,39.79458450046688,200000.0,200000.0
Andrea Petagna,2023-2024,23.7250554323725,30.897633318329337,33.695229272811474,26.311036258680225,66.56943563728598,65.68876027835955,FW,39.33251776017856,27.363770250368173,26.933333333333326,32.747315676449524,24.830053667262963,24.10747912199256,28.036522863856035,FW,40.22427393082936,28.0,22.5025025025025,22.141900937081644,21.21617250673852,Cagliari,26.629295637338533,21.413210445468504,21.246323529411733,20.0,33.33333333333332,24.65713973816688,FW,30.084033613445254,3800000.0,3800000.0
Andrea Pinamonti,2023-2024,60.0,62.53204350288362,48.68627450980392,57.83945907548212,67.18510405257392,67.04332249949297,FW,37.768334299143646,35.71980143408714,27.428571428571427,32.372394627142185,31.14028507126781,31.25418609767424,32.566471749315326,FW,41.39567040883298,24.0,28.66250866250865,28.705790905557706,21.20706260032102,Sassuolo,39.47836574702247,35.03493772493224,21.406639004149344,28.54079254079254,45.49019607843135,34.6171911713197,FW,27.365079365079325,15000000.0,15000000.0
Andrea Sodero,2023-2024,20.0,20.0,20.0,20.0,66.26506024096385,65.18443578523363,MF,26.71431330886614,20.0,20.0,20.0,20.0,20.0,20.0,MF,33.44315838574191,18.0,20.0,20.0,20.0,Empoli,20.0,20.0,20.0,20.0,20.0,20.0,MF,37.63668430335096,300000.0,300000.0
Andreas Christensen,2023-2024,24.01913875598086,24.91505502724649,23.9709911361805,22.180601284611644,65.66265060240963,64.67449644887414,"DF,MF",81.70626488957568,24.106520657043287,27.563636363636352,23.579661951446425,20.62015503875968,39.77579734752877,26.99323271534344,"DF,MF",78.49661710218801,27.0,33.60817910730344,33.01072056822329,46.334630350194544,Barcelona,46.11236330244594,40.62843309929949,28.75645756457564,37.6943773715074,27.503607503607483,41.61558418799784,"DF,MF",45.97402597402594,40000000.0,40000000.0
Andreas Hanche-Olsen,2023-2024,24.01913875598086,22.02384618768973,21.62247585601403,22.655835465921616,66.22124863088717,65.21276201843278,DF,38.87064580516386,20.0,20.0,20.67543580173865,20.0,25.288322899884218,20.998367384265286,DF,42.58167173292705,26.0,31.812511812511787,32.34205113135468,30.246077621800147,Mainz 05,29.324009324009296,36.78990364474234,33.2421875,28.91213134691393,29.17107583774249,35.10948429136918,DF,39.79458450046688,9000000.0,9000000.0
Andreas Luthe,2023-2024,20.0,20.0,20.0,20.0,66.26506024096385,65.18443578523363,GK,40.41765930504582,20.0,20.0,20.0,20.0,20.0,20.0,GK,43.84935723570623,36.0,20.0,20.0,20.0,Bochum,20.0,20.375384024577563,20.0,20.0,20.0,20.06863727195729,GK,27.722007722007724,300000.0,300000.0
Andreas Müller,2023-2024,20.0,21.78839873516147,21.97647058823528,20.523884395312265,66.28747548332866,65.22861746714905,MF,25.145837357542973,20.0,20.0,20.77384366689261,20.0,23.90565403652332,20.79870677322797,MF,33.79837371614545,23.0,28.445945945945944,29.39982841583048,24.066696710229817,Darmstadt 98,25.151515151515152,22.03886089728128,28.95049504950495,27.15345568137444,24.814814814814795,28.091733535902865,MF,23.986710963455007,800000.0,800000.0
Andreas Pereira,2023-2024,28.48484848484848,45.09731504894606,39.87764705882353,35.322587294389244,65.78313253012047,65.12250697841917,MF,51.68802180585066,60.46352583586626,56.400000000000006,71.79648058504557,44.0550278414674,50.60749925932348,60.434030659665126,MF,56.55026910332431,27.0,32.4388010985949,30.5421686746988,23.47477859068154,Fulham,35.08910616462104,24.64991823992864,24.0,33.00828402366862,52.50000000000001,35.92188351006237,MF,33.42701014832161,20000000.0,20000000.0
Andrej Ilic,2023-2024,20.0,20.0,20.0,20.0,66.26506024096385,65.18443578523363,FW,48.04283905307664,20.0,20.0,20.0,20.0,20.0,20.0,FW,48.41711716839077,23.0,20.0,20.0,20.0,Lille,20.0,20.0,20.0,20.0,20.0,20.0,FW,59.215686274509714,3000000.0,3000000.0
Andrew Omobamidele,2023-2024,20.0,20.53519488074461,20.0,20.3391075344406,66.37215528781793,65.29667781227539,DF,48.3862382761359,20.565397663022985,20.0,21.438158691701982,20.0,22.28130429262035,20.824199256860343,DF,43.46891388847192,21.0,24.640629640629623,22.35360044830484,32.65774708675008,Nott'ham Forest,30.11340397843461,32.508664356171685,26.9816933638444,21.28696873902353,20.0,28.069234822658828,DF,30.518834399431327,11000000.0,11000000.0
Andrew Robertson,2023-2024,25.727272727272727,23.70045116007801,24.9599642138224,23.661820653794315,66.12913191226444,65.1652384301401,DF,90.77715536668596,38.16550796142633,26.933333333333326,44.229847523240174,32.90559794098721,41.58859879758175,37.70661280199601,DF,96.6945976192724,29.0,37.46576709649088,39.3693434023174,34.34833659491191,Liverpool,37.35247208931418,39.780098173281374,45.9817518248175,30.690716180371343,27.66961651917402,41.37389303426207,DF,49.2682926829268,30000000.0,30000000.0
Andrey Santos,2023-2024,20.0,21.070389761489228,20.0,20.3391075344406,66.37215528781793,65.29880287169358,MF,48.3862382761359,20.0,20.0,20.0,20.0,20.0,20.0,MF,43.46891388847192,19.0,20.0,20.0,20.0,Nott'ham Forest,20.842783664869543,20.0,20.0,20.0,20.0,20.107798414853168,MF,30.518834399431327,15000000.0,15000000.0
Andriy Lunin,2023-2024,20.0,20.0,20.0,20.0,66.26506024096385,65.18443578523363,GK,80.58249093211425,21.22448979591837,20.0,20.4909680407596,20.0,20.0,20.407575173809995,GK,76.75862348791755,24.0,20.0,20.0,20.0,Real Madrid,20.0,27.834101382488463,20.0,20.0,20.0,21.432430023456497,GK,77.14285714285703,25000000.0,25000000.0
Andros Townsend,2023-2024,23.11688311688312,31.28045416089361,31.357330992098323,24.789094142052747,66.23585250091273,65.32651203507866,"MF,FW",43.29963728457064,29.44309927360773,38.90909090909091,33.35433070866141,36.07441860465117,30.23179323065981,34.997183417870474,"MF,FW",39.131181356850384,32.0,30.84800396727,31.917234154007325,24.958241758241734,Luton Town,30.031347962382423,23.14732457287744,31.29999999999999,22.388526727509767,46.26262626262626,33.22029480348095,"MF,FW",24.25770308123244,1800000.0,1800000.0
András Schäfer,2023-2024,24.62809917355372,32.54985514401154,28.559518295507164,27.59567050958989,66.37366366875953,65.50032997510509,MF,33.12729379949778,32.85714285714286,38.086956521739125,34.02204724409449,31.8574708054696,36.751213315326304,35.94029962088241,MF,35.90729132884218,24.0,37.845714567026015,35.3340635268346,41.133489461358295,Union Berlin,41.46464646464645,28.370932952252485,32.607438016528924,37.61538461538461,41.55887230514094,42.1021021278094,MF,35.10673234811163,5000000.0,5000000.0
André Ayew,2023-2024,43.14049586776859,40.22783801239504,43.08797501301406,34.063416756733986,65.83917063603249,65.26135206314608,FW,31.22829609598008,26.775832862789365,20.0,26.446918273146885,24.806943362634907,26.241479206759447,25.08629802639337,FW,34.99382954524767,33.0,29.04922779922777,31.17723907678908,21.775678866587945,Le Havre,29.10765109660135,24.77597024040862,28.098976109215,28.169453734671123,29.62962962962962,30.03153472148645,FW,44.97354497354495,1000000.0,1000000.0
André Ferreira,2023-2024,20.0,20.0,20.0,20.0,66.26506024096385,65.18443578523363,GK,35.899384027643634,20.0,20.0,20.0,20.0,20.0,20.0,GK,37.83410640383531,27.0,20.0,20.0,20.0,Granada,20.0,23.33075016415941,20.0,20.0,20.0,20.609012610743,GK,26.027727546714782,800000.0,800000.0
André Gomes,2023-2024,23.81818181818182,23.82282057674726,25.72136222910217,20.940081442699235,66.21686746987952,65.21174543696729,"MF,FW",46.32240894554975,22.249718785151835,20.0,22.75753141476784,25.306256141500143,30.37498395966284,23.92765143078594,"MF,FW",46.22179590356348,30.0,23.18285984504017,23.05293572479965,22.700718276137263,Everton,28.60378313405453,21.307460003970853,21.827493261455515,23.239610963748888,25.2052052052052,24.594818800199786,"MF,FW",39.79458450046688,10000000.0,10000000.0
André Onana,2023-2024,20.0,20.0,20.0,20.0,66.26506024096385,65.18443578523363,GK,57.16867340587641,20.53437833986462,20.0,21.61544323088645,22.22925553873675,21.09996965765713,21.129750444924216,GK,59.89820927770548,27.0,20.99952023028946,20.0,20.0,Manchester Utd,20.0,23.587380361573896,22.029940119760475,20.0,20.0,21.127542411205702,GK,35.10673234811163,35000000.0,35000000.0
André Silva,2023-2024,29.545454545454547,27.904957210122912,27.394957983193265,32.43671218181181,66.17178390983287,65.3430509603869,FW,44.45689266628034,22.09399720800372,20.0,23.651574803149607,21.020986954055587,21.610747647202867,21.79468505283473,FW,43.91794244101935,27.0,21.03950103950101,21.66592295106349,21.27385657820438,Real Sociedad,23.052749719416383,21.248030003790365,20.0,20.0,26.146572104018897,22.371090509946328,FW,51.74603174603168,6000000.0,6000000.0
Andrés Guardado,2023-2024,20.0,22.46255313226051,20.0,20.385454805662555,66.21916236374067,65.15314821496807,MF,42.70212263644753,21.310615989515064,20.0,23.17528243752139,23.84040964369532,28.128630735919057,23.12789136368541,MF,51.97035996833424,36.0,28.299484455553817,29.20043811610074,25.60496894409935,Betis,23.906362200201027,21.79959382569024,25.55737704918032,28.455384615384617,29.96168582375477,28.74133952527751,MF,44.97354497354495,1000000.0,1000000.0
Andy Diouf,2023-2024,23.39393939393939,33.35239794876205,30.414934836209923,24.691718845264248,66.31801933006751,65.41296401226755,MF,49.081621702830894,26.3364055299539,20.0,33.33618623758986,30.075298194176035,36.02812929728975,29.17933181199532,MF,57.657551563097925,20.0,37.07483656942138,38.9074883605217,23.244487056567586,Lens,33.667285095856506,22.625636893220165,39.09859154929575,31.655292076344704,39.25925925925924,37.04144056445669,MF,54.49163449163446,9000000.0,9000000.0
Andy Pelmard,2023-2024,20.0,21.26093034730407,21.811764705882347,21.41012216404886,66.29397590361445,65.2436956645377,DF,26.57867061575773,25.56586270871984,20.0,24.97235717875689,29.660107334525925,51.31076420865908,29.48871406877392,DF,34.20587913503008,23.0,49.65530073963807,55.80803661573668,50.6496500617538,Clermont Foot,59.91749960336349,62.790402034006014,69.81720430107525,30.481881754609027,24.814814814814795,58.7507132496014,DF,33.96825396825386,3500000.0,3500000.0
Angel Gomes,2023-2024,20.0,38.69516364244902,29.2235294117647,26.963566242216626,64.8881239242685,64.01387721661871,MF,48.04283905307664,58.17733990147784,72.0,54.62233887430737,60.51012753188296,65.2150470340166,65.71464481544605,MF,48.41711716839077,22.0,34.78751478751476,31.852816672093773,39.86692759295497,Lille,49.71406858554194,34.06316735978418,25.078651685393258,37.46980292434836,43.790849673202594,42.17909451834267,MF,59.215686274509714,25000000.0,25000000.0
Angeliño,2023-2024,20.0,24.152374074742728,23.06213753106876,20.658422800334087,66.24976094855612,65.20745532998923,DF,57.47773270662974,29.966777408637867,24.727272727272723,32.232272618815195,36.744186046511615,28.85966030592192,31.237554080094743,DF,52.22130082210299,26.0,32.46853180069348,31.044176706827297,35.98110979929161,Roma,32.25225225225224,37.1218498272814,35.5862068965517,27.38461538461538,30.970464135021096,36.78944049500939,DF,44.01656314699793,8000000.0,8000000.0
Angelo Fulgini,2023-2024,23.39393939393939,42.74852983863165,33.0186685452624,30.009000203230386,66.49808023301999,65.70373235188757,MF,49.081621702830894,38.43317972350229,34.3448275862069,44.13214652516259,34.3932831345372,34.82601959999301,38.83321487574996,MF,57.657551563097925,26.0,34.02575861059615,33.93183352880548,28.651965484180245,Lens,43.12925170068026,25.776401165084387,29.54929577464788,33.774436090225564,35.4074074074074,36.6676278027846,MF,54.49163449163446,7000000.0,7000000.0
Angelo Ogbonna,2023-2024,20.0,20.54120830637095,20.0,20.0,66.26506024096385,65.18658472172395,DF,54.85845513274525,20.0,20.0,20.0,20.0,21.07828011511178,20.17283211974375,DF,40.95243603659901,35.0,25.433064643590946,23.959499971717847,22.678274633953297,West Ham,31.001182253748954,29.22798343862217,28.717142857142854,22.21926105390669,20.0,26.76947839537271,DF,27.722007722007724,700000.0,700000.0
Angelo Stiller,2023-2024,20.0,21.053994294683044,21.358823529411765,20.31569899195123,66.2566053688438,65.18994482452706,MF,59.50808061296762,20.0,20.0,20.67543580173865,20.86014654348517,21.675936109746026,20.597959051356305,MF,51.01625933875387,22.0,20.0,20.0,20.0,Hoffenheim,21.995744368625708,21.09479087674267,20.0,20.0,20.0,20.45544838535372,MF,30.96681096681089,20000000.0,20000000.0
Ansgar Knauff,2023-2024,42.27272727272727,42.16665364278085,40.33347439695303,40.87713333786631,66.96117804551538,66.43273604697916,"MF,DF",45.33857017148499,34.453288646837024,31.555555555555543,34.40621292201487,43.6602628918099,34.21160797693025,36.82056895507996,"MF,DF",43.95959520538587,21.0,44.13127413127412,44.43198979763064,41.3434247871334,Eint Frankfurt,58.87935963407661,26.14264767490572,40.43617021276596,38.78974358974357,56.11111111111112,50.45117134419999,"MF,DF",40.57142857142859,10000000.0,10000000.0
Ansu Fati,2023-2024,26.10909090909091,31.28248667515682,32.07843137254901,30.12904653049184,66.46350106307582,65.63702053678804,"MF,FW",53.60418947052132,24.12087912087912,20.0,23.268542481140887,24.578488372093005,25.11819589470756,23.50338390677868,"MF,FW",66.8789556631419,20.0,22.62296457948632,22.765158996642302,23.35714285714284,Brighton,27.54455308231052,21.43430313868444,21.160958904109563,22.236874236874225,25.77777777777778,24.270856923864933,"MF,FW",32.9032258064516,25000000.0,25000000.0
Antal Yaakobishvili,2023-2024,20.0,20.0,20.0,20.0,66.26506024096385,65.18443578523363,DF,81.40063958105294,21.19047619047618,20.0,20.619895987802582,20.0,20.0,20.428068307071925,DF,67.11068380969905,19.0,21.242050874403784,20.992204110559875,23.762090050027773,Girona,20.0,21.30844900548671,21.28409090909088,21.26957726957727,20.0,21.640534558131368,DF,44.01656314699793,0.0,0.0
Ante Budimir,2023-2024,77.69696969696969,61.76045565905162,74.35294117647061,79.32958438368559,66.8647925033467,67.17090242202859,FW,39.85791857145923,33.53383458646616,33.0,29.31697491301957,29.549915996109288,30.33705222304784,32.27231889486848,FW,41.523401015204215,32.0,33.51351351351352,36.27087126641612,26.12710483432915,Osasuna,39.57575757575758,26.864165020847047,22.74493927125505,35.424416379640235,50.01443001443002,38.20047384406101,FW,36.32653061224481,5000000.0,5000000.0
