Nation,Position,Squad,Age_x,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,Goals/90,Assists/90,Goals + Assists/90,Non-Penalty Goals/90,Non-Penalty Goals + Assists/90,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,xG/90,xAG/90,xG + xAG/90,npxG/90,npxG + xAG.1,MarketValue,Player,ID,Name,Age_y,Overall rating,Potential,Height,Weight,foot,Best overall,Best position,Growth,Value,Wage,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Interceptions,Att. Position,Vision,Penalties,Total defending,Defensive awareness,Standing tackle,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Weak foot,Attacking work rate,Defensive work rate,International reputation,Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Passes Blocked,Interceptions_x,Tkl+Int,Clearances,Errors,Source_League,Interceptions_y
de GER,"DF,MF",Heidenheim,22,1999,7,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,350000.0,Thomas Keller,2250,T. Keller,22,66,71,186,80,Right,68,DF,5,1200000,6000,238,42,37,66,64,29,277,47,46,65,59,60,302,65,61,59,64,53,319,61,72,69,77,40,248,69,60,28,52,39,194,64,67,63,49,11,7,11,8,12,3,Medium,Medium,1,,1.0,,,,,,,,,,,0.0,,,,Bundesliga2,60.0
at AUT,DF,Düsseldorf,22,2000,30,28,"2,544",28.3,2,1,3,2,0,0,8,0,0.07,0.04,0.11,0.07,0.11,,,,,,,,,,,,,2200000.0,Christoph Klarer,1465,C. Klarer,22,72,78,191,82,Right,74,DF,6,3400000,14000,239,32,34,68,70,35,235,48,29,33,60,65,272,59,55,49,69,40,281,44,68,62,78,29,255,70,71,32,35,47,220,75,75,70,46,8,8,14,6,10,3,Low,Medium,1,,19.0,,,,,,,,,,,25.0,,,,Bundesliga2,71.0
de GER,"MF,DF",Hannover 96,23,1999,33,33,"2,956",32.8,5,5,10,5,0,0,7,0,0.15,0.15,0.3,0.15,0.3,,,,,,,,,,,,,2000000.0,Derrick Köhn,1756,D. Köhn,23,69,76,180,73,Left,70,DF,7,2700000,10000,297,73,54,58,66,46,342,68,72,66,66,70,368,79,84,74,64,67,359,70,84,72,67,66,273,59,58,54,61,41,191,56,67,68,52,9,14,7,9,13,3,High,Low,1,,32.0,,,,,,,,,,,25.0,,,,Bundesliga2,58.0
de GER,DF,Magdeburg,19,2002,25,13,"1,296",14.4,0,1,1,0,0,0,4,2,0.0,0.07,0.07,0.0,0.07,,,,,,,,,,,,,650000.0,Jamie Lawrence,2440,J. Lawrence,19,65,76,201,84,Right,67,DF,11,1400000,6000,207,33,21,68,56,29,180,39,26,30,44,41,253,63,64,37,55,34,277,42,67,67,83,18,226,63,66,21,37,39,194,63,68,63,40,7,12,5,7,9,2,Medium,Medium,1,,21.0,,,,,,,,,,,21.0,,,,Bundesliga2,66.0
de GER,DF,Hannover 96,18,2003,4,4,355,3.9,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,300000.0,Yannik Lührs,3291,Y. Lührs,18,60,74,189,82,Right,62,DF,14,525000,1000,180,31,18,59,49,23,178,39,28,25,41,45,270,62,66,44,51,47,280,52,69,63,78,18,212,65,52,23,34,38,178,57,62,59,47,8,9,9,8,13,3,Medium,Medium,1,,2.0,,,,,,,,,,,4.0,,,,Bundesliga2,52.0
us USA,"MF,DF",Heidenheim,22,1999,33,31,"2,629",29.2,0,1,1,0,0,0,5,0,0.0,0.03,0.03,0.0,0.03,,,,,,,,,,,,,2000000.0,Lennard Maloney,1761,L. Maloney,22,69,74,188,89,Right,73,DF,5,2000000,9000,258,48,42,62,67,39,266,59,44,42,61,60,311,55,70,56,69,61,327,49,80,69,84,45,279,76,72,40,45,46,209,72,70,67,54,10,8,11,11,14,3,Medium,High,1,,29.0,,,,,,,,,,,33.0,,,,Bundesliga2,72.0
ma MAR,DF,Greuther Fürth,19,2003,7,1,116,1.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,300000.0,Oualid Mhamdi,3592,O. Mhamdi,19,57,71,183,74,Right,57,DF,14,375000,900,195,56,24,39,48,28,198,50,32,36,45,35,301,67,66,62,48,58,238,26,62,59,66,25,225,49,59,40,40,37,168,53,58,57,50,10,10,9,12,9,3,Medium,Medium,1,,1.0,,,,,,,,,,,0.0,,,,Bundesliga2,59.0
fr FRA,DF,Hamburger SV,18,2004,6,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1000000.0,William Mikelbrencis,2430,W. Mikelbrencis,18,65,79,176,64,Right,65,DF,14,1600000,1000,238,59,30,54,62,33,250,62,39,33,57,59,364,75,76,70,62,81,274,57,68,63,53,33,268,60,59,54,51,44,189,59,63,67,51,14,9,7,11,10,2,Medium,Medium,1,,2.0,,,,,,,,,,,3.0,,,,Bundesliga2,59.0
at AUT,DF,St. Pauli,21,2001,8,8,594,6.6,1,0,1,1,0,0,1,0,0.15,0.0,0.15,0.15,0.15,,,,,,,,,,,,,1500000.0,David Nemeth,1903,D. Nemeth,21,68,75,191,89,Right,70,DF,7,2300000,5000,204,27,24,68,58,27,184,33,28,22,57,44,292,50,65,64,64,49,304,41,78,69,90,26,246,64,69,40,40,33,202,67,69,66,45,13,7,7,11,7,4,Medium,Medium,1,,6.0,,,,,,,,,,,10.0,,,,Bundesliga2,69.0
bg BUL,"MF,DF",Nürnberg,23,1999,24,20,"1,708",19.0,1,2,3,1,0,0,7,0,0.05,0.11,0.16,0.05,0.16,,,,,,,,,,,,,1200000.0,Fabian Nürnberger,1634,F. Nürnberger,22,70,75,178,72,Left,72,DF,5,2400000,7000,295,52,59,56,73,55,320,72,63,45,66,74,363,77,70,79,66,71,314,66,49,81,56,62,321,69,65,67,66,54,202,62,70,70,45,6,13,10,8,8,3,Medium,Medium,1,,20.0,,,,,,,,,,,18.0,,,,Bundesliga2,65.0
de GER,DF,Darmstadt 98,22,1999,24,20,"1,715",19.1,4,1,5,4,0,0,7,2,0.21,0.05,0.26,0.21,0.26,,,,,,,,,,,,,3000000.0,Patric Pfeiffer,1370,P. Pfeiffer,22,74,79,196,91,Right,76,DF,5,6000000,15000,237,34,30,75,64,34,237,57,29,28,61,62,294,60,85,42,69,38,304,51,69,66,90,28,251,75,70,39,28,39,220,74,76,70,56,13,11,10,11,11,5,Medium,High,1,,19.0,,,,,,,,,,,40.0,,,,Bundesliga2,70.0
de GER,"DF,MF",Darmstadt 98,19,2003,19,9,840,9.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1000000.0,Clemens Riedel,2439,C. Riedel,18,65,78,186,73,Right,67,DF,13,1600000,1000,203,36,19,62,58,28,198,42,31,21,51,53,293,55,55,58,61,64,258,44,70,55,66,23,221,64,67,22,33,35,200,68,66,66,57,7,15,13,11,11,3,Medium,Medium,1,,16.0,,,,,,,,,,,8.0,,,,Bundesliga2,67.0
de GER,DF,Heidenheim,23,1999,14,1,258,2.9,0,1,1,0,0,0,0,0,0.0,0.35,0.35,0.0,0.35,,,,,,,,,,,,,350000.0,Marvin-Lee Rittmüller,2441,M. Rittmüller,23,65,69,177,77,Right,65,DF,4,950000,5000,267,66,42,59,63,37,259,64,45,37,52,61,355,73,83,74,52,73,275,50,61,63,60,41,259,64,57,46,50,42,188,56,67,65,48,14,6,8,7,13,3,Medium,Medium,1,,3.0,,,,,,,,,,,0.0,,,,Bundesliga2,57.0
de GER,DF,Magdeburg,23,1999,11,3,402,4.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,150000.0,Tim Sechelmann,2640,T. Sechelmann,23,64,70,186,83,Left,66,DF,6,850000,2000,237,56,33,56,58,34,251,52,48,35,58,58,305,64,61,58,65,57,261,33,64,66,66,32,242,63,68,40,34,37,199,66,69,64,61,15,11,14,7,14,2,Low,Medium,1,,10.0,,,,,,,,,,,7.0,,,,Bundesliga2,68.0
de GER,DF,Heidenheim,22,2000,28,27,"2,273",25.3,1,0,1,1,0,0,4,0,0.04,0.0,0.04,0.04,0.04,,,,,,,,,,,,,1500000.0,Tim Siersleben,1641,T. Siersleben,22,70,75,187,80,Left,72,DF,5,2200000,17000,227,48,25,66,61,27,214,51,27,30,48,58,305,59,63,55,70,58,306,45,82,63,75,41,244,68,71,26,36,43,213,71,74,68,52,6,11,11,9,15,2,Low,Medium,1,,26.0,,,,,,,,,,,50.0,,,,Bundesliga2,71.0
de GER,"DF,MF",Kaiserslautern,23,1998,33,33,"2,970",33.0,3,2,5,3,0,0,9,0,0.09,0.06,0.15,0.09,0.15,,,,,,,,,,,,,1200000.0,Boris Tomiak,1632,B. Tomiak,23,70,74,193,80,Right,72,DF,4,2100000,6000,231,34,39,71,60,27,183,28,31,25,53,46,308,67,68,59,67,47,332,62,70,73,86,41,240,69,68,33,32,38,208,70,70,68,39,7,12,6,6,8,3,Medium,Medium,1,,25.0,,,,,,,,,,,40.0,,,,Bundesliga2,68.0
de GER,"MF,DF",Jahn R'burg,23,1999,22,13,"1,303",14.5,0,1,1,0,0,0,2,0,0.0,0.07,0.07,0.0,0.07,,,,,,,,,,,,,400000.0,Christian Viet,2433,C. Viet,23,65,69,181,75,Right,66,DF,4,1000000,3000,265,62,38,60,64,41,263,66,39,30,64,64,366,75,72,81,64,74,282,35,63,79,62,43,277,65,55,56,60,41,181,60,60,61,54,13,6,15,10,10,3,Medium,Medium,1,,20.0,,,,,,,,,,,21.0,,,,Bundesliga2,55.0
de GER,DF,Düsseldorf,20,2002,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,100000.0,Niko Vukancic,3519,N. Vukancic,20,58,67,186,81,Right,60,DF,9,425000,2000,207,32,35,55,54,31,198,39,29,31,49,50,284,55,55,57,57,60,273,38,72,63,70,30,216,55,54,30,37,40,171,55,61,55,41,12,8,6,6,9,3,Medium,Medium,1,,0.0,,,,,,,,,,,0.0,,,,Bundesliga2,54.0
lt LTU,DF,Greuther Fürth,20,2002,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,125000.0,Natanas Žebrauskas,3698,N. Žebrauskas,20,55,66,181,71,Right,55,DF,11,275000,1000,191,50,26,43,48,24,209,46,37,31,42,53,302,63,65,58,50,66,223,33,59,51,49,31,218,49,52,38,43,36,165,56,52,57,55,13,13,11,7,11,3,Medium,Medium,1,,0.0,,,,,,,,,,,0.0,,,,Bundesliga2,52.0
xk KVX,DF,Hamburger SV,19,2002,2,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,150000.0,Valon Zumberi,3512,V. Zumberi,19,58,71,188,84,Right,60,DF,13,450000,1000,182,24,25,60,42,31,161,27,36,24,36,38,251,62,54,40,45,50,260,50,65,54,66,25,200,52,60,22,31,35,182,59,64,59,44,15,8,6,10,5,3,Low,Medium,1,,1.0,,,,,,,,,,,0.0,,,,Bundesliga2,60.0
eng ENG,DF,Norwich City,22,2000,45,44,"3,851",42.8,1,3,4,1,0,0,10,0,0.02,0.07,0.09,0.02,0.09,1.1,1.1,2.4,3.5,165.0,201.0,216.0,0.03,0.06,0.08,0.03,0.08,16000000.0,Max Aarons,1410,M. Aarons,22,73,79,171,69,Right,74,DF,6,4600000,27000,267,65,41,53,67,41,282,70,50,32,58,72,396,84,79,84,70,79,289,49,50,84,70,36,303,71,70,69,66,27,213,73,71,69,46,11,11,7,9,8,3,High,Medium,1,84.0,37.0,55.0,24.0,5.0,45.0,66.0,68.2,21.0,37.0,16.0,21.0,48.0,132.0,75.0,2.0,Championship,70.0
eng ENG,DF,Reading,18,2003,3,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,150000.0,Nelson Abbey,3400,N. Abbey,18,59,73,187,74,Left,61,DF,14,500000,850,204,43,25,56,53,27,214,51,36,22,54,51,339,78,82,69,52,58,211,32,62,34,68,15,209,66,52,25,36,30,176,53,61,62,41,8,12,7,9,5,3,Medium,Medium,1,2.0,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,Championship,52.0
eng ENG,"MF,DF",Reading,18,2003,8,0,127,1.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,1.0,4.0,1.0,0.04,0.06,0.1,0.04,0.1,200000.0,Kelvin Abrefa,3261,K. Abrefa,18,60,75,176,76,Right,60,DF,15,550000,850,207,53,29,52,50,23,210,56,32,28,40,54,347,75,76,64,57,75,242,28,63,66,57,28,246,63,54,48,41,40,170,55,59,56,56,7,9,12,13,15,4,High,Medium,1,4.0,3.0,4.0,0.0,0.0,2.0,3.0,66.7,1.0,2.0,0.0,2.0,1.0,5.0,1.0,0.0,Championship,54.0
eng ENG,DF,Sunderland,21,2001,20,17,"1,407",15.6,1,0,1,1,0,0,1,0,0.06,0.0,0.06,0.06,0.06,0.7,0.7,0.8,1.5,17.0,58.0,34.0,0.05,0.05,0.1,0.05,0.1,1200000.0,Ajibola Alese,2023,A. Alese,21,67,78,192,77,Left,68,DF,11,2200000,4000,237,54,26,62,61,34,239,63,40,27,51,58,330,76,80,56,59,59,298,43,73,67,80,35,241,65,65,43,40,28,197,66,68,63,50,14,6,14,10,6,3,High,Medium,1,34.0,20.0,18.0,11.0,5.0,17.0,24.0,70.8,7.0,23.0,8.0,15.0,29.0,63.0,59.0,0.0,Championship,65.0
eng ENG,"DF,MF",Sunderland,21,2001,4,0,43,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,Joe Anderson,3259,J. Anderson,21,60,68,188,81,Left,62,DF,8,525000,2000,233,47,32,61,56,37,221,48,37,36,48,52,259,50,63,42,53,51,265,44,71,52,68,30,236,62,54,37,41,42,180,57,63,60,48,7,15,6,14,6,2,Medium,Medium,1,2.0,1.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,Championship,54.0
ie IRL,DF,Cardiff City,22,2000,1,1,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,Joel Bagan,2606,J. Bagan,20,64,74,188,75,Left,64,DF,10,1200000,5000,245,61,36,59,59,30,254,57,58,23,55,61,313,68,70,48,62,65,268,43,63,64,60,38,236,52,61,43,47,33,185,59,64,62,49,5,6,13,12,13,2,Medium,Medium,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Championship,61.0
nir NIR,DF,Sunderland,22,1999,19,18,"1,615",17.9,0,1,1,0,0,0,3,0,0.0,0.06,0.06,0.0,0.06,2.0,2.0,0.5,2.5,16.0,53.0,3.0,0.11,0.03,0.14,0.11,0.14,300000.0,Daniel Ballard,1173,D. Ballard,17,58,78,178,74,Right,60,DF,20,550000,2000,267,46,62,59,51,49,236,57,42,37,42,58,334,70,68,76,55,65,273,60,59,48,52,54,247,51,18,56,48,74,52,18,16,18,60,7,14,15,11,13,3,High,Medium,1,30.0,16.0,20.0,10.0,0.0,16.0,23.0,69.6,7.0,23.0,15.0,8.0,29.0,59.0,90.0,0.0,Championship,18.0
nir NIR,DF,Sunderland,22,1999,19,18,"1,615",17.9,0,1,1,0,0,0,3,0,0.0,0.06,0.06,0.0,0.06,2.0,2.0,0.5,2.5,16.0,53.0,3.0,0.11,0.03,0.14,0.11,0.14,300000.0,Daniel Ballard,1173,D. Ballard,17,58,78,178,74,Right,60,DF,20,550000,2000,267,46,62,59,51,49,236,57,42,37,42,58,334,70,68,76,55,65,273,60,59,48,52,54,247,51,18,56,48,74,52,18,16,18,60,7,14,15,11,13,3,High,Medium,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,PremierLeague,18.0
de GER,DF,Burnley,22,2000,30,29,"2,531",28.1,1,2,3,1,0,0,4,0,0.04,0.07,0.11,0.04,0.11,0.9,0.9,1.5,2.4,45.0,107.0,2.0,0.03,0.05,0.08,0.03,0.08,16000000.0,Jordan Beyer,1338,J. Beyer,22,75,82,187,80,Right,77,DF,7,10500000,31000,263,61,29,72,70,31,275,67,40,35,63,70,350,72,74,69,71,64,298,46,83,63,76,30,292,75,74,48,53,42,228,75,77,76,49,7,7,13,11,11,3,High,Medium,1,63.0,38.0,44.0,17.0,2.0,31.0,44.0,70.5,13.0,19.0,11.0,8.0,37.0,100.0,66.0,2.0,Championship,74.0
eng ENG,DF,Sheffield Utd,22,2000,20,16,"1,386",15.4,2,1,3,2,0,0,7,0,0.13,0.06,0.19,0.13,0.19,1.7,1.7,2.0,3.7,48.0,71.0,81.0,0.11,0.13,0.24,0.11,0.24,3800000.0,Jayden Bogle,1412,J. Bogle,21,73,81,178,69,Right,73,DF,8,6500000,15000,286,72,55,55,70,34,308,73,60,38,65,72,377,81,81,76,66,73,320,61,71,72,65,51,320,67,69,74,66,44,208,67,72,69,49,15,10,11,7,6,3,High,Medium,1,25.0,20.0,8.0,11.0,6.0,13.0,23.0,56.5,10.0,28.0,2.0,26.0,14.0,39.0,21.0,0.0,Championship,69.0
sct SCO,"DF,MF",Coventry City,21,2001,12,5,439,4.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.4,8.0,11.0,21.0,0.01,0.08,0.09,0.01,0.09,350000.0,Jack Burroughs,2599,J. Burroughs,21,64,75,188,80,Right,65,DF,11,1300000,4000,278,61,49,57,64,47,277,64,58,35,60,60,334,74,78,62,60,60,306,58,61,62,72,53,297,78,57,60,53,49,183,58,64,61,52,10,11,11,10,10,5,High,Medium,1,14.0,9.0,6.0,3.0,5.0,10.0,18.0,55.6,8.0,14.0,1.0,13.0,4.0,18.0,4.0,0.0,Championship,57.0
wls WAL,DF,Swansea City,22,2000,43,42,"3,744",41.6,2,0,2,2,0,0,11,1,0.05,0.0,0.05,0.05,0.05,3.6,3.6,0.5,4.1,65.0,197.0,16.0,0.09,0.01,0.1,0.09,0.1,13000000.0,Ben Cabango,1630,B. Cabango,22,70,79,186,81,Right,72,DF,9,3300000,13000,209,31,24,68,60,26,187,38,29,25,39,56,300,60,67,45,71,57,281,36,77,63,79,26,236,70,72,27,29,38,211,68,73,70,44,8,11,7,9,9,2,Medium,Medium,1,54.0,35.0,32.0,17.0,5.0,26.0,51.0,51.0,25.0,38.0,22.0,16.0,43.0,97.0,157.0,2.0,Championship,72.0
eng ENG,DF,Birmingham City,20,2002,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3000000.0,Tate Campbell,1627,T. Campbell,22,70,74,183,75,Left,72,DF,4,2400000,15000,323,59,68,65,66,65,296,71,56,54,46,69,368,83,80,69,69,67,339,69,73,59,72,66,289,58,28,69,61,73,86,31,31,24,58,6,13,13,12,14,4,Medium,Low,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Championship,28.0
eng ENG,DF,Birmingham City,20,2002,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3000000.0,Tate Campbell,1627,T. Campbell,22,70,74,183,75,Left,72,DF,4,2400000,15000,323,59,68,65,66,65,296,71,56,54,46,69,368,83,80,69,69,67,339,69,73,59,72,66,289,58,28,69,61,73,86,31,31,24,58,6,13,13,12,14,4,Medium,Low,1,18.0,12.0,6.0,3.0,9.0,9.0,19.0,47.4,10.0,16.0,2.0,14.0,16.0,34.0,8.0,0.0,Championship,28.0
eng ENG,DF,Blackburn,22,1999,30,24,"2,251",25.0,1,0,1,1,0,0,5,0,0.04,0.0,0.04,0.04,0.04,0.4,0.4,0.8,1.2,25.0,64.0,19.0,0.02,0.03,0.05,0.02,0.05,2000000.0,Hayden Carter,1857,H. Carter,22,68,77,188,67,Right,70,DF,9,2500000,13000,240,55,28,63,62,32,246,56,36,32,60,62,332,68,74,68,61,61,338,60,77,77,79,45,261,61,63,55,50,32,209,68,71,70,50,14,8,13,8,7,3,Medium,Medium,1,59.0,37.0,42.0,15.0,2.0,35.0,50.0,70.0,15.0,30.0,19.0,11.0,33.0,92.0,98.0,1.0,Championship,63.0
eng ENG,DF,Sunderland,20,2002,28,21,"1,843",20.5,5,1,6,5,0,0,8,1,0.24,0.05,0.29,0.24,0.29,2.3,2.3,0.7,3.0,37.0,61.0,45.0,0.11,0.04,0.15,0.11,0.15,2200000.0,Dennis Cirkin,2025,D. Cirkin,20,67,78,182,72,Left,67,DF,11,2100000,4000,261,62,47,62,61,29,272,66,50,43,50,63,349,75,78,68,63,65,258,37,63,68,56,34,280,63,61,56,53,47,191,61,66,64,52,7,8,11,11,15,3,High,Medium,1,36.0,20.0,19.0,15.0,2.0,16.0,28.0,57.1,12.0,24.0,9.0,15.0,32.0,68.0,59.0,0.0,Championship,61.0
eng ENG,"FW,DF",Sunderland,21,2000,45,44,"3,786",42.1,9,11,20,9,0,0,9,0,0.21,0.26,0.48,0.21,0.48,5.5,5.5,6.8,12.3,183.0,98.0,302.0,0.13,0.16,0.29,0.13,0.29,12000000.0,Jack Clarke,1408,J. Clarke,21,73,83,181,74,Right,74,DF,10,7000000,12000,313,70,72,48,67,56,329,75,65,58,59,72,402,84,82,84,74,78,311,66,61,68,51,65,291,53,39,71,68,60,114,46,35,33,44,9,10,9,6,10,4,High,Medium,1,72.0,51.0,28.0,31.0,13.0,39.0,67.0,58.2,28.0,46.0,7.0,39.0,28.0,100.0,38.0,0.0,Championship,39.0
eng ENG,"FW,DF",Sunderland,21,2000,45,44,"3,786",42.1,9,11,20,9,0,0,9,0,0.21,0.26,0.48,0.21,0.48,5.5,5.5,6.8,12.3,183.0,98.0,302.0,0.13,0.16,0.29,0.13,0.29,12000000.0,Jack Clarke,1408,J. Clarke,21,73,83,181,74,Right,74,DF,10,7000000,12000,313,70,72,48,67,56,329,75,65,58,59,72,402,84,82,84,74,78,311,66,61,68,51,65,291,53,39,71,68,60,114,46,35,33,44,9,10,9,6,10,4,High,Medium,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,Championship,39.0
ie IRL,"DF,FW",Reading,18,2004,3,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12000000.0,John Clarke,1408,J. Clarke,21,73,83,181,74,Right,74,DF,10,7000000,12000,313,70,72,48,67,56,329,75,65,58,59,72,402,84,82,84,74,78,311,66,61,68,51,65,291,53,39,71,68,60,114,46,35,33,44,9,10,9,6,10,4,High,Medium,1,72.0,51.0,28.0,31.0,13.0,39.0,67.0,58.2,28.0,46.0,7.0,39.0,28.0,100.0,38.0,0.0,Championship,39.0
ie IRL,"DF,FW",Reading,18,2004,3,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12000000.0,John Clarke,1408,J. Clarke,21,73,83,181,74,Right,74,DF,10,7000000,12000,313,70,72,48,67,56,329,75,65,58,59,72,402,84,82,84,74,78,311,66,61,68,51,65,291,53,39,71,68,60,114,46,35,33,44,9,10,9,6,10,4,High,Medium,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,Championship,39.0
eng ENG,DF,Millwall,19,2002,28,25,"2,260",25.1,4,2,6,4,0,0,4,0,0.16,0.08,0.24,0.16,0.24,2.3,2.3,1.8,4.1,15.0,81.0,16.0,0.09,0.07,0.16,0.09,0.16,5000000.0,Charlie Cresswell,1614,C. Cresswell,19,70,84,191,77,Right,72,DF,14,3500000,10000,222,33,23,73,69,24,223,46,25,30,60,62,255,54,53,40,55,53,291,39,80,65,84,23,236,74,66,24,33,39,205,67,70,68,56,11,11,13,10,11,3,Medium,Medium,1,42.0,29.0,31.0,9.0,2.0,25.0,38.0,65.8,13.0,38.0,22.0,16.0,36.0,78.0,89.0,2.0,Championship,66.0
eng ENG,DF,Swansea City,22,1999,31,26,"2,292",25.5,4,1,5,4,0,0,11,0,0.16,0.04,0.2,0.16,0.2,3.7,3.7,1.7,5.4,62.0,110.0,23.0,0.15,0.07,0.21,0.15,0.21,1800000.0,Harry Darling,1741,H. Darling,22,69,76,189,82,Right,71,DF,7,2600000,11000,242,36,40,67,66,33,268,62,45,36,64,61,324,68,70,52,68,66,341,53,81,77,78,52,277,64,68,49,56,40,203,70,67,66,57,14,9,14,13,7,4,High,Medium,1,17.0,11.0,9.0,7.0,1.0,8.0,21.0,38.1,13.0,27.0,20.0,7.0,10.0,27.0,75.0,2.0,Championship,68.0
eng ENG,"DF,FW",Luton Town,22,1999,28,25,"2,170",24.1,2,5,7,2,0,0,10,0,0.08,0.21,0.29,0.08,0.29,1.3,1.3,4.7,6.0,76.0,94.0,129.0,0.05,0.2,0.25,0.05,0.25,2200000.0,Alfie Doughty,1628,A. Doughty,22,70,76,183,68,Left,71,DF,6,2400000,15000,266,71,50,46,68,31,290,72,60,31,60,67,343,84,82,64,66,47,317,50,77,77,63,50,279,49,61,65,64,40,188,60,65,63,52,15,10,11,11,5,3,High,Medium,1,55.0,31.0,34.0,17.0,4.0,25.0,47.0,53.2,22.0,41.0,4.0,37.0,20.0,75.0,37.0,0.0,Championship,61.0
eng ENG,DF,Coventry City,18,2003,41,39,"3,401",37.8,0,1,1,0,0,0,7,0,0.0,0.03,0.03,0.0,0.03,0.6,0.6,1.0,1.7,34.0,130.0,14.0,0.02,0.03,0.04,0.02,0.04,10000000.0,Callum Doyle,1867,C. Doyle,18,68,81,188,85,Left,70,DF,13,2600000,10000,257,49,23,69,73,43,287,68,50,29,72,68,281,63,54,56,59,49,302,40,72,70,75,45,274,68,66,41,63,36,203,63,72,68,45,9,10,11,8,7,3,Medium,Medium,1,71.0,43.0,46.0,22.0,3.0,42.0,73.0,57.5,31.0,51.0,23.0,28.0,51.0,122.0,126.0,0.0,Championship,66.0
