Player,Nation,Position,Squad,Age,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,Goals/90,Assists/90,Goals + Assists/90,Non-Penalty Goals/90,Non-Penalty Goals + Assists/90,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,xG/90,xAG/90,xG + xAG/90,npxG/90,npxG + xAG.1
Pedro Álvaro,pt POR,DF,Estoril,23,2000,20,20,"1,787",19.9,0,1,1,0,0,0,6,1,0.0,0.05,0.05,0.0,0.05,,,,,,,,,,,,
Andrew,br BRA,GK,Gil Vicente FC,22,2001,32,32,"2,880",32.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Jeremy Antonisse,cw CUW,MF,Moreirense,21,2002,24,2,548,6.1,0,1,1,0,0,0,6,1,0.0,0.16,0.16,0.0,0.16,,,,,,,,,,,,
Óscar Aranda,es ESP,"MF,FW",Famalicão,21,2002,21,8,717,8.0,1,0,1,1,0,0,3,0,0.13,0.0,0.13,0.13,0.13,,,,,,,,,,,,
Henrique Araújo,pt POR,FW,Famalicão,21,2002,20,7,680,7.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Tiago Araújo,pt POR,"MF,DF",Estoril,22,2001,29,27,"2,253",25.0,2,1,3,2,0,0,4,0,0.08,0.04,0.12,0.08,0.12,,,,,,,,,,,,
Tomás Araújo,pt POR,DF,Benfica,21,2002,13,5,482,5.4,1,0,1,1,0,0,0,0,0.19,0.0,0.19,0.19,0.19,,,,,,,,,,,,
Gustavo Assuncao,pt POR,MF,Famalicão,23,2000,20,5,627,7.0,0,0,0,0,0,0,5,1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Otavio Ataide,br BRA,DF,Famalicão,21,2002,17,15,"1,382",15.4,2,0,2,2,0,0,4,0,0.13,0.0,0.13,0.13,0.13,,,,,,,,,,,,
Otavio Ataide,br BRA,DF,Porto,21,2002,12,12,"1,080",12.0,0,1,1,0,0,0,3,0,0.0,0.08,0.08,0.0,0.08,,,,,,,,,,,,
Abdul Awudu,gh GHA,"MF,FW",Vizela,22,2001,6,2,185,2.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Amadou Ba-Sy,fr FRA,FW,Vizela,22,2001,7,0,119,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Elves Baldé,gw GNB,"MF,FW",Farense,23,1999,28,9,976,10.8,1,3,4,1,0,0,0,0,0.09,0.28,0.37,0.09,0.37,,,,,,,,,,,,
Daniel Bandeira,pt POR,MF,Vitória,23,2000,16,8,705,7.8,1,2,3,1,0,0,1,0,0.13,0.26,0.38,0.13,0.38,,,,,,,,,,,,
Romário Baró,pt POR,MF,Porto,23,2000,10,2,225,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Afonso Bastardo,pt POR,FW,Gil Vicente FC,18,2005,4,0,42,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Afonso Bastardo,pt POR,FW,Sporting CP,18,2005,1,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Gilberto Batista,gw GNB,DF,Moreirense,19,2003,4,2,227,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Roko Baturina,hr CRO,FW,Gil Vicente FC,23,2000,15,9,707,7.9,2,0,2,2,0,0,0,0,0.25,0.0,0.25,0.25,0.25,,,,,,,,,,,,
Bachir Belloumi,dz ALG,"MF,FW",Farense,21,2002,33,26,"2,069",23.0,7,4,11,7,0,0,3,0,0.3,0.17,0.48,0.3,0.48,,,,,,,,,,,,
Fahem Benaissa Yahia,fr FRA,DF,Casa Pia,21,2002,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Beni,ao ANG,MF,Casa Pia,21,2002,25,14,"1,470",16.3,0,3,3,0,0,0,9,1,0.0,0.18,0.18,0.0,0.18,,,,,,,,,,,,
Benny,pt POR,"MF,FW",Chaves,23,2000,29,11,"1,265",14.1,1,1,2,1,0,0,1,0,0.07,0.07,0.14,0.07,0.14,,,,,,,,,,,,
Berna,ao ANG,FW,Boavista,19,2003,18,1,322,3.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Gonçalo Borges,pt POR,MF,Porto,22,2001,17,1,291,3.2,0,2,2,0,0,0,2,0,0.0,0.62,0.62,0.0,0.62,,,,,,,,,,,,
Róbert Boženík,sk SVK,FW,Boavista,23,1999,31,30,"2,577",28.6,8,2,10,8,0,0,4,0,0.28,0.07,0.35,0.28,0.35,,,,,,,,,,,,
Rafael Brito,pt POR,MF,Casa Pia,21,2002,9,5,342,3.8,0,2,2,0,0,0,0,0,0.0,0.53,0.53,0.0,0.53,,,,,,,,,,,,
Rafael Bustamante,co COL,MF,Vizela,23,1999,12,8,715,7.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Leonardo Buta,pt POR,DF,Gil Vicente FC,21,2002,29,24,"2,187",24.3,0,2,2,0,0,0,3,0,0.0,0.08,0.08,0.0,0.08,,,,,,,,,,,,
Cambila,ao ANG,GK,Estrela,21,2002,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Luan Campos,br BRA,"FW,MF",Portimonense,21,2002,16,5,467,5.2,1,0,1,1,0,0,2,0,0.19,0.0,0.19,0.19,0.19,,,,,,,,,,,,
Zé Carlos,pt POR,MF,Vitória,21,2001,23,2,420,4.7,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Álvaro Carreras,es ESP,DF,Benfica,20,2003,11,5,567,6.3,1,1,2,1,0,0,1,0,0.16,0.16,0.32,0.16,0.32,,,,,,,,,,,,
Facundo Cáseres,ar ARG,MF,Farense,22,2001,21,12,"1,112",12.4,0,0,0,0,0,0,6,1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Midana Cassama,gw GNB,FW,Portimonense,20,2002,12,2,287,3.2,1,0,1,1,0,0,2,1,0.31,0.0,0.31,0.31,0.31,,,,,,,,,,,,
Jesús Castillo,pe PER,MF,Gil Vicente FC,22,2001,11,2,247,2.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Cristian Castro,co COL,DF,Rio Ave,22,2001,1,1,73,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Geny Catamo,mz MOZ,MF,Sporting CP,22,2001,27,17,"1,684",18.7,5,3,8,5,0,0,2,0,0.27,0.16,0.43,0.27,0.43,,,,,,,,,,,,
Tidjany Chabrol,fr FRA,"MF,FW",Gil Vicente FC,21,2002,28,8,"1,080",12.0,3,0,3,3,0,0,6,1,0.25,0.0,0.25,0.25,0.25,,,,,,,,,,,,
Chiquinho,pt POR,MF,Famalicão,23,2000,27,22,"1,740",19.3,5,2,7,5,0,0,10,1,0.26,0.1,0.36,0.26,0.36,,,,,,,,,,,,
Fábio Conceição,pt POR,"MF,FW",Rio Ave,22,2001,34,30,"2,536",28.2,1,3,4,1,0,0,3,0,0.04,0.11,0.14,0.04,0.14,,,,,,,,,,,,
Francisco Conceição,pt POR,MF,Porto,20,2002,27,21,"1,888",21.0,5,4,9,5,0,0,11,1,0.24,0.19,0.43,0.24,0.43,,,,,,,,,,,,
Jeriel Córdova,ve VEN,FW,Boavista,21,2002,12,0,156,1.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Félix Correia,pt POR,"FW,MF",Gil Vicente FC,22,2001,30,26,"2,167",24.1,5,3,8,5,0,0,4,0,0.21,0.12,0.33,0.21,0.33,,,,,,,,,,,,
Alberto costa,pt POR,DF,Vitória,19,2003,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Diogo Costa,pt POR,GK,Porto,23,1999,33,33,"2,944",32.7,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Gonçalo Costa,pt POR,"MF,DF",Portimonense,23,2000,33,18,"1,711",19.0,0,5,5,0,0,0,5,1,0.0,0.26,0.26,0.0,0.26,,,,,,,,,,,,
Michel Costa,br BRA,MF,Estoril,21,2001,8,3,299,3.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Tomás Costa Silva,pt POR,"DF,MF",Vizela,23,1999,30,30,"2,620",29.1,0,2,2,0,0,0,1,1,0.0,0.07,0.07,0.0,0.07,,,,,,,,,,,,
Costinha,pt POR,MF,Rio Ave,23,2000,34,34,"3,050",33.9,3,5,8,0,3,3,4,0,0.09,0.15,0.24,0.0,0.15,,,,,,,,,,,,
Sandro Cruz,ao ANG,"DF,MF",Chaves,22,2001,24,20,"1,629",18.1,1,1,2,1,0,0,2,0,0.06,0.06,0.11,0.06,0.11,,,,,,,,,,,,
Florian Danho Seke,fr FRA,FW,Famalicão,23,2000,10,2,239,2.7,1,0,1,1,0,0,0,0,0.38,0.0,0.38,0.38,0.38,,,,,,,,,,,,
Fran Delgado,es ESP,DF,Farense,22,2001,9,6,492,5.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Depú,ao ANG,FW,Gil Vicente FC,23,2000,16,7,777,8.6,3,0,3,3,0,0,2,1,0.35,0.0,0.35,0.35,0.35,,,,,,,,,,,,
Ousmane Diomande,ci CIV,DF,Sporting CP,19,2003,26,25,"2,115",23.5,2,1,3,2,0,0,7,1,0.09,0.04,0.13,0.09,0.13,,,,,,,,,,,,
Álvaro djaló,es ESP,MF,Braga,23,1999,30,20,"1,795",19.9,8,5,13,8,0,0,7,1,0.4,0.25,0.65,0.4,0.65,,,,,,,,,,,,
Úmaro Embaló,pt POR,"MF,FW",Rio Ave,22,2001,14,10,794,8.8,1,1,2,1,0,0,1,0,0.11,0.11,0.23,0.11,0.23,,,,,,,,,,,,
Dario Essugo,pt POR,MF,Chaves,18,2005,14,13,"1,162",12.9,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Dario Essugo,pt POR,MF,Sporting CP,18,2005,4,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Evanilson,br BRA,FW,Porto,23,1999,27,25,"2,051",22.8,13,3,16,11,2,3,5,1,0.57,0.13,0.7,0.48,0.61,,,,,,,,,,,,
Fabiano,br BRA,DF,Moreirense,23,2000,25,23,"2,129",23.7,1,2,3,1,0,0,5,0,0.04,0.08,0.13,0.04,0.13,,,,,,,,,,,,
Volnei Feltes,br BRA,DF,Estoril,23,2000,21,17,"1,472",16.4,0,2,2,0,0,0,4,0,0.0,0.12,0.12,0.0,0.12,,,,,,,,,,,,
Martim Fernandes,pt POR,DF,Porto,17,2006,4,4,256,2.8,0,1,1,0,0,0,1,0,0.0,0.35,0.35,0.0,0.35,,,,,,,,,,,,
Mateus Fernandes,pt POR,MF,Estoril,19,2004,28,25,"2,233",24.8,1,2,3,1,0,0,6,0,0.04,0.08,0.12,0.04,0.12,,,,,,,,,,,,
Mateus Fernandes,pt POR,MF,Sporting CP,19,2004,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Rafael Fernandes,pt POR,DF,Arouca,21,2002,11,8,744,8.3,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Roger Fernandes,gw GNB,"MF,FW",Braga,17,2005,14,7,672,7.5,2,7,9,2,0,0,1,0,0.27,0.94,1.21,0.27,1.21,,,,,,,,,,,,
Diogo Fonseca,pt POR,DF,Estrela,21,2002,5,5,433,4.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Tiago Fonseca Morais,pt POR,"MF,FW",Boavista,19,2003,17,17,"1,374",15.3,6,2,8,5,1,1,5,2,0.39,0.13,0.52,0.33,0.46,,,,,,,,,,,,
Théo Fonseca,fr FRA,MF,Famalicão,23,2000,14,8,647,7.2,2,0,2,2,0,0,0,0,0.28,0.0,0.28,0.28,0.28,,,,,,,,,,,,
Gonçalo Franco,pt POR,MF,Moreirense,22,2000,33,32,"2,721",30.2,2,4,6,2,0,0,7,0,0.07,0.13,0.2,0.07,0.2,,,,,,,,,,,,
Afonso freitas,pt POR,MF,Vitória,23,2000,13,11,726,8.1,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Iván Fresneda,es ESP,DF,Sporting CP,18,2004,5,0,39,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Taichi Fukui,jp JPN,MF,Portimonense,19,2004,11,7,596,6.6,1,1,2,1,0,0,0,0,0.15,0.15,0.3,0.15,0.3,,,,,,,,,,,,
Fabrício Garcia,cv CPV,FW,Estoril,22,2001,10,3,329,3.7,2,0,2,2,0,0,1,0,0.55,0.0,0.55,0.55,0.55,,,,,,,,,,,,
Mory Gbane,ci CIV,MF,Gil Vicente FC,22,2000,29,21,"1,912",21.2,1,0,1,1,0,0,7,0,0.05,0.0,0.05,0.05,0.05,,,,,,,,,,,,
Rodrigo Gomes,pt POR,"MF,FW",Estoril,20,2003,30,26,"2,445",27.2,7,7,14,7,0,0,5,1,0.26,0.26,0.52,0.26,0.52,,,,,,,,,,,,
Victor Gomez,es ESP,DF,Braga,23,2000,30,26,"2,038",22.6,0,2,2,0,0,0,3,2,0.0,0.09,0.09,0.0,0.09,,,,,,,,,,,,
João Gonçalves,pt POR,GK,Boavista,22,2000,34,34,"3,060",34.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Jota Gonçalves,pt POR,DF,Vizela,23,2000,18,16,"1,449",16.1,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Nicolás González,es ESP,MF,Porto,21,2002,25,20,"1,699",18.9,2,1,3,2,0,0,7,0,0.11,0.05,0.16,0.11,0.16,,,,,,,,,,,,
Tiago Gouveia,pt POR,MF,Benfica,22,2001,13,5,537,6.0,2,3,5,2,0,0,1,0,0.34,0.5,0.84,0.34,0.84,,,,,,,,,,,,
Guga,pt POR,"DF,MF",Portimonense,19,2003,27,17,"1,534",17.0,1,1,2,1,0,0,6,0,0.06,0.06,0.12,0.06,0.12,,,,,,,,,,,,
Justin de Haas,nl NED,DF,Famalicão,23,2000,22,18,"1,603",17.8,1,0,1,1,0,0,5,1,0.06,0.0,0.06,0.06,0.06,,,,,,,,,,,,
Tomás Händel,pt POR,MF,Vitória,22,2000,31,29,"2,518",28.0,2,1,3,2,0,0,5,0,0.07,0.04,0.11,0.07,0.11,,,,,,,,,,,,
Jordan Holsgrove,sct SCO,MF,Estoril,23,1999,15,15,"1,172",13.0,2,2,4,2,0,0,6,1,0.15,0.15,0.31,0.15,0.31,,,,,,,,,,,,
André Inácio,br BRA,"FW,MF",Estrela,21,2002,27,13,"1,198",13.3,4,0,4,4,0,0,2,0,0.3,0.0,0.3,0.3,0.3,,,,,,,,,,,,
Gonçalo Inácio,pt POR,DF,Sporting CP,21,2001,32,28,"2,482",27.6,1,0,1,1,0,0,8,1,0.04,0.0,0.04,0.04,0.04,,,,,,,,,,,,
Hernani Infande,pt POR,MF,Moreirense,22,2001,5,1,84,0.9,1,0,1,1,0,0,0,0,1.07,0.0,1.07,1.07,1.07,,,,,,,,,,,,
Franco Israel,uy URU,GK,Sporting CP,23,2000,10,10,900,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Ivan Jaime Pajuelo,es ESP,MF,Porto,22,2000,21,5,566,6.3,1,0,1,1,0,0,0,0,0.16,0.0,0.16,0.16,0.16,,,,,,,,,,,,
Jajá,br BRA,FW,Casa Pia,22,2001,12,3,429,4.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Sylvester Jasper,bg BUL,"MF,FW",Portimonense,21,2001,24,20,"1,673",18.6,2,2,4,2,0,0,2,0,0.11,0.11,0.22,0.11,0.22,,,,,,,,,,,,
Nemanja Jović,rs SRB,FW,Estoril,20,2002,3,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Luiz Lúcio Reis Júnior,br BRA,GK,Famalicão,22,2001,33,33,"2,970",33.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
David Jurásek,cz CZE,DF,Benfica,22,2000,6,2,259,2.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Samuel Justo,pt POR,MF,Casa Pia,19,2004,21,5,599,6.7,1,1,2,1,0,0,1,0,0.15,0.15,0.3,0.15,0.3,,,,,,,,,,,,
Kaio,br BRA,FW,Vitória,19,2004,12,5,423,4.7,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Kazu,br BRA,DF,Gil Vicente FC,23,2000,3,0,56,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Keliano,ao ANG,MF,Estrela,20,2003,9,0,120,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Kobamelo Kodisang,za RSA,MF,Moreirense,23,1999,31,19,"1,617",18.0,1,3,4,1,0,0,0,0,0.06,0.17,0.22,0.06,0.22,,,,,,,,,,,,
Koba Koindredi,fr FRA,MF,Estoril,21,2001,11,6,566,6.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Koba Koindredi,fr FRA,MF,Sporting CP,21,2001,4,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Orkun Kökçü,tr TUR,MF,Benfica,22,2000,27,23,"1,786",19.8,7,8,15,6,1,1,7,0,0.35,0.4,0.76,0.3,0.71,,,,,,,,,,,,
Kevin Krygård,no NOR,"DF,MF",Casa Pia,23,2000,3,0,59,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Matías Lacava,ve VEN,"MF,FW",Vizela,20,2002,20,18,"1,334",14.8,0,4,4,0,0,0,7,2,0.0,0.27,0.27,0.0,0.27,,,,,,,,,,,,
Tom Lacoux,fr FRA,MF,Famalicão,21,2002,9,5,364,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
André Lacximicant,pt POR,MF,Casa Pia,22,2001,13,1,218,2.4,1,1,2,1,0,0,0,0,0.41,0.41,0.83,0.41,0.83,,,,,,,,,,,,
Leonardo Lelo,pt POR,"MF,DF",Casa Pia,23,2000,33,33,"2,942",32.7,1,2,3,1,0,0,0,0,0.03,0.06,0.09,0.03,0.09,,,,,,,,,,,,
Marcos Leonardo,br BRA,FW,Benfica,20,2003,14,3,331,3.7,7,0,7,7,0,0,1,0,1.9,0.0,1.9,1.9,1.9,,,,,,,,,,,,
Otso Liimatta,fi FIN,MF,Famalicão,19,2004,12,5,464,5.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Danny Loader,eng ENG,FW,Porto,22,2000,16,1,246,2.7,1,2,3,1,0,0,1,0,0.37,0.73,1.1,0.37,1.1,,,,,,,,,,,,
Julien Lomboto,,MF,Rio Ave,21,2002,2,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Né lopes,pt POR,DF,Gil Vicente FC,23,2000,5,3,258,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Thomas Luciano,br BRA,DF,Gil Vicente FC,21,2002,4,0,28,0.3,1,0,1,1,0,0,1,0,3.21,0.0,3.21,3.21,3.21,,,,,,,,,,,,
Florentino Luís,pt POR,MF,Benfica,23,1999,30,17,"1,680",18.7,0,0,0,0,0,0,8,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Luismi,gq EQG,"FW,MF",Moreirense,22,2001,15,10,940,10.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Rodrigo Macedo,pt POR,FW,Moreirense,20,2003,5,0,65,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Tiago Machado,pt POR,FW,Boavista,19,2004,5,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Madson,br BRA,MF,Moreirense,23,1999,25,14,"1,337",14.9,5,1,6,5,0,0,2,0,0.34,0.07,0.4,0.34,0.4,,,,,,,,,,,,
Miguel Maga,pt POR,MF,Vitória,20,2002,22,8,892,9.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Magrão,br BRA,GK,Rio Ave,23,2000,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Pedro Malheiro,pt POR,"DF,MF",Boavista,22,2001,23,23,"1,971",21.9,2,2,4,2,0,0,9,1,0.09,0.09,0.18,0.09,0.18,,,,,,,,,,,,
Manuel Manu,pt POR,DF,Vitória,22,2001,23,19,"1,776",19.7,2,0,2,2,0,0,5,0,0.1,0.0,0.1,0.1,0.1,,,,,,,,,,,,
João Mário Lopes,pt POR,DF,Porto,23,2000,27,25,"2,063",22.9,2,1,3,2,0,0,5,0,0.09,0.04,0.13,0.09,0.13,,,,,,,,,,,,
Uladzislaŭ Marozaŭ,by BLR,FW,Arouca,22,2000,3,2,144,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Alejandro Marqués,ve VEN,FW,Estoril,22,2000,31,13,"1,361",15.1,9,1,10,8,1,1,3,0,0.6,0.07,0.66,0.53,0.6,,,,,,,,,,,,
Gustavo Marques,br BRA,DF,Benfica,21,2001,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
João Marques,pt POR,"FW,MF",Estoril,21,2002,32,22,"1,969",21.9,5,5,10,5,0,0,8,0,0.23,0.23,0.46,0.23,0.46,,,,,,,,,,,,
Nuno Matos,pt POR,DF,Braga,18,2004,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Rodrigo Melro,pt POR,MF,Chaves,19,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
João Mendes,pt POR,DF,Porto,23,2000,5,3,284,3.2,0,1,1,0,0,0,0,0,0.0,0.32,0.32,0.0,0.32,,,,,,,,,,,,
Joe Mendes,se SWE,DF,Braga,20,2002,17,11,890,9.9,0,2,2,0,0,0,1,0,0.0,0.2,0.2,0.0,0.2,,,,,,,,,,,,
Alex Mendez,us USA,MF,Vizela,22,2000,12,3,373,4.1,0,1,1,0,0,0,1,0,0.0,0.24,0.24,0.0,0.24,,,,,,,,,,,,
Miguel Menino,pt POR,MF,Sporting CP,20,2003,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Vinicius Mingotti,br BRA,FW,Moreirense,23,2000,16,6,488,5.4,1,0,1,1,0,0,2,0,0.18,0.0,0.18,0.18,0.18,,,,,,,,,,,,
Miro,ao ANG,FW,Gil Vicente FC,20,2003,5,1,160,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Cezary Miszta,pl POL,GK,Rio Ave,21,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Miguel Monteiro,pt POR,FW,Gil Vicente FC,20,2003,9,1,225,2.5,1,1,2,1,0,0,0,0,0.4,0.4,0.8,0.4,0.8,,,,,,,,,,,,
Morato,br BRA,DF,Benfica,22,2001,21,17,"1,525",16.9,0,1,1,0,0,0,2,0,0.0,0.06,0.06,0.0,0.06,,,,,,,,,,,,
Hélder Morim,pt POR,MF,Chaves,22,2001,18,5,655,7.3,1,0,1,1,0,0,2,0,0.14,0.0,0.14,0.14,0.14,,,,,,,,,,,,
Moura,pt POR,DF,Famalicão,23,1999,33,33,"2,970",33.0,1,4,5,1,0,0,7,0,0.03,0.12,0.15,0.03,0.15,,,,,,,,,,,,
Steve Mvoué,cm CMR,MF,Portimonense,21,2002,3,1,68,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Davis Nascimento,br BRA,MF,Portimonense,20,2002,1,0,1,0.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Diogo Nascimento,pt POR,MF,Vizela,20,2002,34,22,"2,162",24.0,0,1,1,0,0,0,4,0,0.0,0.04,0.04,0.0,0.04,,,,,,,,,,,,
Nathan,br BRA,DF,Famalicão,21,2001,28,21,"1,847",20.5,0,0,0,0,0,0,8,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Mor Ndiaye,sn SEN,MF,Estoril,22,2000,8,3,248,2.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Alioune Ndour,sn SEN,FW,Estrela,22,2001,9,0,169,1.9,0,1,1,0,0,0,1,0,0.0,0.53,0.53,0.0,0.53,,,,,,,,,,,,
Cher Ndour,it ITA,MF,Braga,19,2004,9,1,211,2.3,1,0,1,1,0,0,1,0,0.43,0.0,0.43,0.43,0.43,,,,,,,,,,,,
Martim Neto,pt POR,MF,Gil Vicente FC,20,2003,29,21,"1,867",20.7,0,2,2,0,0,0,7,0,0.0,0.1,0.1,0.0,0.1,,,,,,,,,,,,
João Neves,pt POR,MF,Benfica,18,2004,33,27,"2,311",25.7,3,1,4,3,0,0,3,0,0.12,0.04,0.16,0.12,0.16,,,,,,,,,,,,
Miguel Nóbrega,pt POR,DF,Rio Ave,23,2000,22,19,"1,622",18.0,1,0,1,1,0,0,8,0,0.06,0.0,0.06,0.06,0.06,,,,,,,,,,,,
Gonçalo Nogueira,pt POR,MF,Vitória,19,2003,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Régis N’Do,bf BFA,FW,Estrela,22,2001,23,8,992,11.0,1,1,2,1,0,0,7,1,0.09,0.09,0.18,0.09,0.18,,,,,,,,,,,,
Tashan Oakley-Boothe,eng ENG,MF,Estrela,23,2000,2,0,57,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Hugo Oliveira,pt POR,"DF,MF",Vizela,21,2002,14,4,494,5.5,1,3,4,1,0,0,0,0,0.18,0.55,0.73,0.18,0.73,,,,,,,,,,,,
